"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","feature_intr_dim","feature_contrast","feature_hub_score","feature_avg_nnd","feature_power_cent","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_ward","algo_closest","algo_mbkmeans","algo_fcmeans"
"2d-10c-no5.dat",3.5599,0.301,1815,48.297,0.676588708981686,167.2791,2e-04,1815,1,0.7335,0.1856,0.1826,14.4266,0.177,0.8827,10.9812,765.6859,1302422.1007,741.9055,0.561,1.59188362060382e-05,1.5451851247487e-05,1.86471991323158e-05,9.36137447256952e-06,2.14888717936609e-05,1.5268230359736e-05,1.77366778484002e-05,1.65038533129453e-05,1.68679235153078e-05,1.62855632935472e-05
"2d-10c-no6.dat",3.5325,0.301,1704,66.577,0.676614020073605,96.1482,0.0026,1704,1,0.5758,0.1698,0.1694,9.1731,0.176,0.8092,10.3234,712.4282,1817727.0852,672.7621,0.4808,2.00916400992458e-05,1.79026921379976e-05,2.08625693490541e-05,9.52311974461062e-06,1.78591697625903e-05,1.76803612121426e-05,1.87642811377214e-05,1.74639950806551e-05,1.93996151422303e-05,1.90963769784625e-05
"2d-10c-no7.dat",3.4038,0.301,1267,433.0298,0.676606829488461,110.5555,0.0012,1267,1,0.6213,0.1871,0.1783,9.4512,0.176,0.8122,11.2026,811.5412,1789947.4994,480.1452,0.3143,1.87037329316553e-05,2.29737805890448e-05,2.03375471548462e-05,2.68289975791899e-05,2.05776985268557e-05,2.16503363734546e-05,2.11215354833481e-05,2.18364305581154e-05,1.86197047499454e-05,1.83522539711774e-05
"2d-10c-no8.dat",3.4518,0.301,1415,283.1979,0.6765869557822,203.2103,0,1415,1,0.7287,0.1897,0.1981,7.9666,0.1796,0.8237,10.9094,851.968,374042.9603,557.8069,0.5563,2.09847595874522e-05,2.18766175848993e-05,2.04962462731675e-05,1.6072151393481e-05,2.17139291346493e-05,1.93166042312722e-05,1.99782973975265e-05,1.90281113125372e-05,2.04277011221447e-05,2.03255229633268e-05
"2d-10c-no9.dat",3.5539,0.301,1790,92.7729,0.676543909510047,207.7096,0,1790,1,0.5454,0.1837,0.181,5.9482,0.1778,0.8237,11.6969,786.2712,483752.6732,709.113,0.5057,2.39529423096592e-05,2.10176311863404e-05,2.34229628803656e-05,2.81087073880005e-05,2.09764148848648e-05,2.03805917396174e-05,1.95321892997747e-05,2.18793270342626e-05,2.5085586557884e-05,2.30991058408267e-05
"2d-20c-no0.dat",3.181,0.301,758.5,109.2867,0.676589290236979,48.3451,0,758.5,1,0.6076,0.1919,0.1843,5.407,0.1696,0.7953,11.9418,359.4942,63265.7786,274.9094,0.4476,1.83852984453962e-05,1.81330099321907e-05,2.17488017715348e-05,1.9956940164839e-05,1.8066894086325e-05,1.90557373116441e-05,1.84041595354928e-05,1.82120614188979e-05,1.85073084958734e-05,1.86523904464881e-05
"2d-20c-no1.dat",3.0903,0.301,615.5,16.9623,0.67661191129972,34.3269,5e-04,615.5,1,0.5393,0.1772,0.1685,7.9653,0.1718,0.8335,10.1106,339.9658,134379.4632,225.6193,0.4731,1.65254699686003e-05,1.65665167360856e-05,1.81278232511762e-05,2.30542527189462e-05,1.73606492536514e-05,1.69528560438914e-05,1.62823651746065e-05,1.64297469359209e-05,1.65706530118997e-05,1.60530275685314e-05
"2d-20c-no2.dat",3.035,0.301,542,12.7314,0.676620765102258,30.502,0.0076,542,1,0.6636,0.16,0.1603,6.666,0.1698,0.8196,9.7654,237.2127,54553.6747,196.4464,0.6254,1.46394937266178e-05,1.60667567954394e-05,1.87673288144939e-05,1.54035266301083e-05,1.52259917310393e-05,1.50618189715686e-05,1.52762416907783e-05,1.50888495807141e-05,1.48767979769286e-05,1.44681926316465e-05
"2d-20c-no3.dat",3.0527,0.301,564.5,28.3108,0.676590814127261,41.529,2e-04,564.5,1,0.594,0.1852,0.1688,5.8292,0.1774,0.8023,11.3496,306.6234,54316.6481,226.4376,0.402,2.00233694034964e-05,1.9480364650309e-05,2.21960277680321e-05,2.33043688038899e-05,2.00535680901282e-05,2.1215797166141e-05,1.88093939083156e-05,2.16923774674027e-05,2.11123183365887e-05,2.09835971630836e-05
"2d-20c-no4.dat",3.1602,0.301,723,73.2844,0.676590439685649,43.5315,0,723,1,0.5306,0.176,0.1924,5.3679,0.1665,0.8087,10.6104,366.1558,153016.4398,272.527,0.5697,2.06271856438028e-05,1.87863023894221e-05,2.16341869746172e-05,2.16398548510946e-05,2.04280544430418e-05,1.93304305802961e-05,1.86890044337857e-05,2.17686650539977e-05,1.98768284833987e-05,1.95891221718749e-05
"2d-20c-no5.dat",3.0711,0.301,589,22.563,0.676619122203402,36.9157,2e-04,589,1,0.6178,0.1613,0.1585,6.0383,0.1693,0.7961,10.4215,334.9447,50877.6112,216.6572,0.4519,1.76973209156122e-05,1.66250576109737e-05,1.97561662747511e-05,2.01092096983975e-05,1.79971041892018e-05,1.75909500683392e-05,1.75305531637178e-05,1.8803125967811e-05,1.76174596223093e-05,1.75251482800462e-05
"2d-20c-no6.dat",3.0708,0.301,588.5,35.0776,0.676587594364794,42.0465,0,588.5,1,0.5477,0.1794,0.1856,4.8452,0.1689,0.8264,12.1353,328.4195,93985.6519,216.8923,0.5959,2.20507991159116e-05,2.33968135124639e-05,2.36048208235023e-05,2.31310311376708e-05,2.41804146747759e-05,2.33327329488307e-05,2.11124690266398e-05,2.27571727743128e-05,2.23218772861032e-05,2.19190433020712e-05
"2d-20c-no7.dat",3.0924,0.301,618.5,8.3438,0.676598778993801,29.7017,3e-04,618.5,1,0.531,0.1728,0.1841,5.8052,0.1684,0.8024,10.9405,360.3106,43025.5495,224.5993,0.4868,1.78250631386463e-05,1.8304662011047e-05,1.97714776781382e-05,2.44565912486328e-05,1.76382317286172e-05,1.72039075831311e-05,1.66336822843875e-05,1.79762360516796e-05,1.77571423662327e-05,1.74443480281761e-05
"2d-20c-no8.dat",3.0615,0.301,576,66.1007,0.67662274107999,31.0349,1e-04,576,1,0.5888,0.1674,0.1856,5.4978,0.1656,0.808,11.0772,379.065,39722.1823,206.5055,0.4662,1.91035827164718e-05,2.13676512125339e-05,2.1705540908851e-05,2.15175263475755e-05,2.08760194137111e-05,1.94914125797763e-05,1.87143382758427e-05,1.94020044188991e-05,2.05067089782965e-05,1.95589501915789e-05
"2d-20c-no9.dat",3.0813,0.301,603,9.4145,0.676587537037493,34.5385,0,603,1,0.5284,0.1685,0.1877,5.9775,0.1823,0.8039,12.1324,339.9301,67359.1727,240.4955,0.63,2.11069736671448e-05,2.21653628712957e-05,2.28723771066399e-05,2.65139912148521e-05,2.23828340575289e-05,2.15948637837386e-05,2.06629593826642e-05,2.25700506610724e-05,2.26184474610189e-05,2.16087558632838e-05
"2d-40c-no0.dat",3.4087,0.301,1281.5,87.4862,0.676579746329842,57.0217,0,1281.5,1,0.5829,0.19,0.1779,4.5356,0.1653,0.7953,11.5157,485.8677,237926.468,447.1276,0.4407,1.9681835610948e-05,1.94816612912204e-05,2.270313060916e-05,2.25976845582616e-05,1.95924910828692e-05,1.95434003391283e-05,1.91933786304709e-05,1.944152120888e-05,1.98036711995141e-05,1.92105080473318e-05
"2d-40c-no1.dat",3.3454,0.301,1107.5,10.2397,0.676567884658153,51.3575,0,1107.5,1,0.5352,0.1831,0.1762,3.9068,0.1649,0.8076,11.3362,477.8564,156958.8793,388.9589,0.5315,1.78302811979046e-05,1.85229160004838e-05,2.07373735035484e-05,2.60993801622484e-05,1.80611422371889e-05,1.78792397841596e-05,1.74590714017423e-05,1.90282488858683e-05,1.78148932095019e-05,1.76686111985716e-05
"2d-40c-no2.dat",3.3316,0.301,1073,67.4691,0.676580980680971,55.1385,0,1073,1,0.6202,0.1842,0.1782,3.7844,0.1703,0.8,11.5558,456.5295,215759.5738,395.8293,0.4992,2.16829407575165e-05,2.28785507862113e-05,2.26122142557809e-05,2.24234770130835e-05,2.2315715871912e-05,2.06559207455687e-05,1.96652208068726e-05,2.24412155076047e-05,2.20374394256363e-05,2.13402296388641e-05
"2d-40c-no3.dat",3.3591,0.301,1143,47.9331,0.676569018142258,44.9449,0,1143,1,0.5157,0.1808,0.177,4.2134,0.1674,0.8099,11.3815,488.3165,211404.1781,414.9983,0.5017,1.8504636663405e-05,1.91672284218647e-05,2.11061857818087e-05,2.20244457097747e-05,1.90578546346136e-05,1.9080789103923e-05,1.91288754247985e-05,1.90741819928535e-05,1.91394638430593e-05,1.89742960733397e-05
"2d-40c-no4.dat",3.3533,0.301,1128,29.1979,0.676565239620021,48.7243,0,1128,1,0.6057,0.1832,0.1823,4.195,0.1713,0.7997,11.553,502.0335,211357.4255,406.9383,0.5016,1.94650937094393e-05,2.2886379616206e-05,2.2240551600614e-05,2.31371140335549e-05,1.89952773240071e-05,1.93221910776227e-05,1.82051064550677e-05,1.96594950202509e-05,1.9179582967599e-05,1.95623735537167e-05
"2d-40c-no5.dat",3.3375,0.301,1087.5,11.1825,0.676572506399679,40.7557,1e-04,1087.5,1,0.5517,0.1839,0.1826,3.6578,0.1641,0.7949,11.7119,354.882,238868.0035,389.9606,0.5225,2.25187113919836e-05,2.19690279799835e-05,2.34704996346962e-05,2.98755836237896e-05,2.28310260923939e-05,2.31074984440649e-05,2.22229668083491e-05,2.21428718983125e-05,2.25831739686376e-05,2.25674440397762e-05
"2d-40c-no6.dat",3.372,0.301,1177.5,19.842,0.67657296937206,43.2789,1e-04,1177.5,1,0.5233,0.181,0.1801,3.797,0.1721,0.7963,11.8099,459.3537,208356.1839,421.9143,0.338,2.02550631493269e-05,2.19193810223267e-05,2.38813735366275e-05,2.35788331702875e-05,2.10287602142379e-05,2.09048808601327e-05,2.04477253948813e-05,2.08567112902294e-05,2.0983939937735e-05,2.06414908807528e-05
"2d-40c-no7.dat",3.3465,0.301,1110.5,55.2818,0.676570492687521,45.6758,3e-04,1110.5,1,0.6357,0.1836,0.1793,3.8679,0.166,0.8125,11.0894,400.0361,239180.0269,395.4708,0.5296,1.81356994515206e-05,2.4004425187684e-05,2.08265004299942e-05,2.09352938493431e-05,1.86411082346549e-05,1.84084978104562e-05,1.8602954671498e-05,1.80222472103694e-05,1.85875967038456e-05,1.81985398827025e-05
"2d-40c-no8.dat",3.3206,0.301,1046,35.135,0.676568969522901,47.979,0,1046,1,0.5161,0.184,0.1774,3.6129,0.1705,0.7945,11.7089,335.7932,160209.5563,383.4992,0.5556,2.23770195720489e-05,2.17264335801996e-05,2.28922121988164e-05,2.40181002615409e-05,2.16832285914539e-05,2.193404782076e-05,2.19714897205754e-05,2.17859308228493e-05,2.26512974215394e-05,2.26849817983041e-05
"2d-40c-no9.dat",3.3751,0.301,1186,89.0426,0.676591388125934,32.2708,7e-04,1186,1,0.5491,0.1777,0.1776,3.296,0.1681,0.801,10.28,471.2608,450450.453,423.9067,0.4981,1.80467153962071e-05,1.76752397051302e-05,2.07640727915526e-05,2.04401948122333e-05,1.87487035340694e-05,1.90228481415494e-05,1.77495764973229e-05,1.91350295068826e-05,1.82529977972029e-05,1.79767590642708e-05
"2d-4c-no0.dat",3.1965,0.301,786,166.517,0.676566190237292,120.6444,0,786,1,0.6883,0.2158,0.1978,7.5639,0.1814,0.8117,9.6421,267.0992,194661.5946,308.8441,0.4594,1.25477143174857e-05,1.24958215963864e-05,1.20064449542587e-05,3.22086135811875e-05,1.57653766328714e-05,1.31281347486945e-05,1.4296834778078e-05,1.28860229489968e-05,1.52104171581472e-05,1.39378828494079e-05
"2d-4c-no1.dat",3.2103,0.301,811.5,579.1019,0.676594726171313,133.028,0,811.5,1,0.5431,0.2338,0.1731,5.7726,0.178,0.8105,13.4027,286.4433,717523.3531,324.411,0.5078,2.46790251248492e-05,2.46477121923273e-05,2.02167998348519e-05,1.73843697894436e-05,2.80989111223205e-05,2.63901331915162e-05,2.58983701948311e-05,2.6711196881539e-05,2.75595916878597e-05,2.59070720235065e-05
"2d-4c-no2.dat",3.0269,0.301,532,121.4929,0.676638101894031,63.0726,9e-04,532,1,0.7199,0.1894,0.1633,9.2076,0.1796,0.7884,9.3492,242.1147,97320.3205,209.0277,0.4973,1.6888858469453e-05,1.68607463439057e-05,1.51737052406323e-05,3.20519305555462e-05,2.02658783181477e-05,1.59556112044456e-05,1.48604160819752e-05,1.50479561848683e-05,1.78886540077659e-05,1.53262149212988e-05
"2d-4c-no3.dat",3.0504,0.301,561.5,272.548,0.676610007888192,159.3825,0,561.5,1,0.699,0.2532,0.1569,9.3209,0.176,0.8158,6.8625,315.8003,109058.2061,214.24,0.5426,1.0181659336165e-05,8.03869423236096e-06,9.56756539843499e-06,1.68047165253193e-05,9.53316251037304e-06,7.58131883632192e-06,8.80139975395205e-06,7.17284875961123e-06,9.10410631880067e-06,8.3143793960792e-06
"2d-4c-no4.dat",2.936,0.301,431.5,575.7034,0.676797949276654,55.6267,0.0395,431.5,1,0.5055,0.1813,0.1515,8.4534,0.1863,0.8016,5.3793,346.8273,542656.8267,189.3623,0.5352,1.33466687612355e-05,1.50028041793709e-05,1.25442263690525e-05,1.37454453260033e-05,1.27973483985774e-05,9.83285649183276e-06,1.08678831036391e-05,1.00671371028165e-05,1.24804544529305e-05,1.20790364740684e-05
"2d-4c-no5.dat",3.2143,0.301,819,186.4266,0.67659585675277,84.085,9e-04,819,1,0.8578,0.1876,0.1894,8.0252,0.176,0.7975,8.8595,321.9416,697684.5677,310.6198,0.533,1.3575548162829e-05,1.3431807526992e-05,1.45267142059406e-05,3.31072439486266e-05,1.4215519204383e-05,1.26164918490851e-05,1.33384473303945e-05,1.29105171167666e-05,1.45000593743552e-05,1.37883444953932e-05
"2d-4c-no6.dat",3.2227,0.301,835,340.0246,0.676623880369391,133.3337,1e-04,835,1,0.6017,0.2149,0.1563,13.5459,0.1789,0.8212,8.5978,457.4999,943037.9194,410.8562,0.5118,1.80145387835197e-05,1.41140455619913e-05,1.53445640400779e-05,8.87639636137878e-06,1.4165364453841e-05,1.75812488921048e-05,1.32430991350073e-05,1.73288937812257e-05,1.74022533822584e-05,1.41530227125963e-05
"2d-4c-no7.dat",3.012,0.301,514,695.1498,0.676727930146513,131.4935,0,514,1,0.8317,0.2586,0.1755,12.715,0.1768,0.8352,7.4362,459.6523,58365.4318,197.3264,0.5485,1.11305138356451e-05,1.14939721957931e-05,1.06463507738345e-05,1.10630314575072e-05,1.03949269197028e-05,9.58136388957323e-06,1.14534025111622e-05,9.6057170758547e-06,1.33155325288634e-05,1.04881805089286e-05
"2d-4c-no8.dat",3.0326,0.301,539,98.7494,0.676602540100149,118.4768,0,539,1,0.7894,0.247,0.1888,11.0877,0.1779,0.8077,11.8155,345.1685,139214.9024,208.0164,0.5356,1.96268022960354e-05,1.88722140429853e-05,1.84696382121056e-05,2.32733341847505e-05,1.90617367736134e-05,2.28710806664289e-05,1.793590732219e-05,2.37010546615388e-05,2.14017049658464e-05,2.04581460092435e-05
"2d-4c-no9.dat",2.9425,0.301,438,129.873,0.676617247092693,49.987,0,438,1,0.7342,0.2162,0.2144,7.1465,0.1692,0.7969,9.1361,267.8057,26366.8634,156.3863,0.565,1.68831911800365e-05,1.62208468432313e-05,1.62836630217785e-05,1.60264168000365e-05,1.80824127845739e-05,1.70082527734182e-05,1.4189844073066e-05,1.63359918231523e-05,1.45631256083589e-05,1.67962642128319e-05
"ellipsoid.100d10c.1.dat",3.4612,2,28.92,1755592.3034,0.696029006333909,3.3043,0.0029,262.9091,0.11,0.307,0.1641,0.1788,2.1914,0.2051,0.6237,1.3128,38.6939,268043.9622,790.9045,0.5306,1.02190866735371e-06,2.32895986237496e-06,1.02432746933523e-06,3.742379123944e-10,5.21836239891539e-07,5.16334820882855e-07,6.79164883146142e-07,1.83017213270471e-08,1.20196587459794e-06,1.19760172904578e-06
"ellipsoid.100d10c.10.dat",3.4065,2,25.5,939519.7835,0.687963576823008,2.6894,4e-04,196.1538,0.13,0.2975,0.1798,0.172,3.0848,0.2096,0.6139,1.7794,26.5304,315361.1132,694.7245,0.4609,2.02897131239112e-06,2.18430265709625e-06,9.86420776103148e-07,3.4847123814361e-10,1.00558715145196e-06,2.13474432513961e-07,8.14047653638368e-07,3.252801849396e-07,9.64063826390803e-07,9.14538432859867e-07
"ellipsoid.100d10c.2.dat",3.4751,2,29.86,1592391.5208,0.695412218998945,3.7993,0.0051,248.8333,0.12,0.289,0.1649,0.1578,2.7055,0.2162,0.5557,1.6208,41.2788,526322.9262,960.3367,0.6114,1.99761166479755e-06,2.45000622509994e-06,4.26364043468477e-07,1.44482753249752e-09,9.86330932746755e-07,6.16465130271278e-07,6.89116219102371e-07,1.2802131113473e-07,7.31644933527384e-07,2.22439375445938e-06
"ellipsoid.100d10c.3.dat",3.4914,2,31,1475992.4743,0.694876310326535,4.9271,7e-04,221.4286,0.14,0.3068,0.1768,0.1784,3.5285,0.2158,0.5657,1.7126,37.0342,532939.6714,981.9084,0.4548,1.34594832449258e-06,2.05803484553063e-06,6.47419360668111e-07,2.49054941384177e-09,7.89176410458792e-07,9.79857094101816e-08,9.56400501838634e-07,1.84685646909085e-07,1.36521315326228e-06,1.15133593882016e-06
"ellipsoid.100d10c.4.dat",3.3892,2,24.5,1192990.6552,0.690296380721277,2.6079,5e-04,245,0.1,0.2796,0.1824,0.1696,2.5438,0.2103,0.6067,1.8019,30.4775,399671.3726,680.6643,0.4806,2.11508399065908e-06,2.42185209591656e-06,6.77962745015886e-07,9.192658277367e-10,8.10254933992483e-07,1.49560575819992e-07,4.57893008864143e-07,4.54695616948098e-07,1.76437026325412e-06,1.18145737533987e-06
"ellipsoid.100d10c.5.dat",3.4752,2,29.87,1601457.1194,0.694382072796715,3.3878,0.0036,248.9167,0.12,0.2999,0.1674,0.1724,2.6815,0.2115,0.5793,1.4676,39.3403,365279.8772,897.6491,0.5197,9.30129942895374e-07,2.42372149478475e-06,5.1008018940983e-07,2.08592360164663e-10,4.28258680099114e-07,2.53626053317853e-07,3.70642551813372e-07,9.10449422065542e-08,1.34020366807998e-06,1.02188842807808e-06
"ellipsoid.100d10c.6.dat",3.4476,2,28.03,1690758.8048,0.695320321158328,3.6926,0.0052,233.5833,0.12,0.2921,0.1581,0.1634,2.3508,0.2173,0.5472,1.3977,40.4842,394657.6961,953.2173,0.3716,8.35972258884284e-07,1.66427671157505e-06,1.17943617912936e-06,3.08323704142505e-09,2.16447898560897e-07,2.65644516274428e-07,6.78607912004179e-07,1.99289104448471e-07,1.00029586355453e-06,1.07354053407083e-06
"ellipsoid.100d10c.7.dat",3.4986,2,31.52,1134469.4832,0.691329348297515,2.9962,2e-04,315.2,0.1,0.2984,0.1838,0.1766,2.9567,0.2153,0.5667,2.0198,32.0474,726796.7423,1011.2657,0.5893,1.95858678868704e-06,2.99358121020571e-06,1.25740113702372e-06,8.58163417524869e-10,1.03205759979197e-06,3.21044408955428e-07,3.9080087860755e-07,5.60465037302943e-07,1.92292412714518e-06,1.4015627811049e-06
"ellipsoid.100d10c.8.dat",3.4339,2,27.16,1437433.5897,0.693282206437103,3.773,0.0013,208.9231,0.13,0.2957,0.1734,0.1758,3.4755,0.2097,0.5883,1.5759,39.4465,429416.4901,828.3656,0.4584,1.44659921426785e-06,1.6839894267972e-06,6.78209532009627e-07,0,1.0324905690536e-06,6.55923947864118e-07,6.93968605694056e-07,6.50733155242778e-07,1.14527378712053e-06,9.94824265066504e-07
"ellipsoid.100d10c.9.dat",3.3228,2,21.03,1288077.6605,0.690564656525765,3.2934,9e-04,161.7692,0.13,0.3143,0.1797,0.1774,3.816,0.2134,0.5753,1.6798,35.3348,273010.3187,653.0189,0.5235,2.26783122730344e-06,2.63001785939529e-06,1.59927272837415e-06,2.94966509004932e-09,6.40956115702999e-07,1.17887441323041e-07,7.17217198019769e-07,3.01415859473193e-08,2.10189113833359e-06,2.62665449877727e-06
"ellipsoid.100d20c.1.dat",3.1265,2,13.38,1060937.6088,0.684353122268224,1.5306,0.0109,66.9,0.2,0.2274,0.1492,0.1677,2.6015,0.2439,0.4684,1.5896,30.6205,151845.7865,535.5,0.4737,9.82465962282785e-07,1.34533110577813e-06,7.95216184220772e-07,4.35286142557098e-09,1.21722910026245e-07,2.20388733546463e-07,3.24288137862541e-07,2.2739132867623e-08,1.50725118295172e-06,1.66270505536426e-06
"ellipsoid.100d20c.10.dat",3.0864,2,12.2,790630.0143,0.682438405651067,1.2782,6e-04,64.2105,0.19,0.21,0.1712,0.1799,2.9727,0.2442,0.4576,2.0269,20.1769,171766.3632,544.1964,0.4352,1.14948290905533e-06,1.83709303198441e-06,1.34862243983723e-06,2.79146620073065e-10,5.89753453265457e-07,2.54811809014305e-07,2.14167560481305e-07,1.00321920460936e-07,1.21424296108769e-06,1.99723920579298e-06
"ellipsoid.100d20c.2.dat",3.003,2,10.07,770464.6991,0.682017562305531,1.2519,1e-04,55.9444,0.18,0.2322,0.1772,0.1842,2.9262,0.24,0.4811,2.0783,21.0566,118792.0103,408.6835,0.517,1.73015389394386e-06,2.26240746982814e-06,1.17938184070248e-06,2.25044231203971e-10,1.99207626848036e-07,2.2047378767579e-07,4.37729609839601e-07,4.49342022768723e-08,1.82751050566745e-06,1.74045042005675e-06
"ellipsoid.100d20c.3.dat",3.033,2,10.79,808042.7884,0.682313130259305,1.3911,4e-04,59.9444,0.18,0.2113,0.1772,0.1709,2.3775,0.2417,0.4591,2.0045,22.5188,132751.6845,493.3909,0.4545,1.49868690381643e-06,2.63115803104802e-06,7.49272122288554e-07,3.23258835253255e-09,4.23791080985928e-07,3.96327227638354e-08,2.32388945295767e-07,1.873789591048e-07,1.32989487325752e-06,1.85944227669295e-06
"ellipsoid.100d20c.4.dat",3.0611,2,11.51,832955.2431,0.682771756650224,1.4905,7e-04,57.55,0.2,0.213,0.1719,0.1834,2.7509,0.2439,0.4651,1.7651,24.9066,123901.0718,485.7242,0.5555,1.0990665892028e-06,2.40748474800903e-06,1.21541331101984e-06,1.23543361631908e-08,2.28250566001886e-07,3.18902244413913e-07,9.6870319159921e-08,1.8943047224738e-07,1.50959623122291e-06,1.68539452492229e-06
"ellipsoid.100d20c.5.dat",3.0558,2,11.37,865803.6192,0.68279115504785,1.4154,0.0036,63.1667,0.18,0.2099,0.1628,0.1689,2.8477,0.2414,0.4713,1.6099,30.4779,105671.3929,442.9335,0.4721,8.90636313105775e-07,2.00584361892116e-06,3.23093665851877e-07,2.23144957642686e-10,4.24421799131687e-07,7.23393381073297e-08,2.24449940213707e-07,1.62589202871993e-07,1.26798421147461e-06,1.63447444775663e-06
"ellipsoid.100d20c.6.dat",3.0508,2,11.24,961764.8584,0.683640668004013,1.6095,0.0015,59.1579,0.19,0.2216,0.1682,0.1791,3.3372,0.2424,0.4662,1.8489,25.8933,141733.2464,480.8045,0.4222,1.09248064733824e-06,1.98478817784522e-06,7.53828645462183e-07,1.59056830214068e-09,1.05043950440612e-06,1.98383387798363e-08,2.23230347625942e-07,4.71760317999731e-08,1.52960431954816e-06,1.88787656914958e-06
"ellipsoid.100d20c.7.dat",3.0124,2,10.29,847404.3926,0.682307332219613,1.2343,0.0015,57.1667,0.18,0.2178,0.1747,0.1682,3.0028,0.2403,0.4728,1.9423,22.2552,111561.705,431.3899,0.5657,1.31109129357864e-06,2.35225107377375e-06,5.22708419505345e-07,1.01541096466281e-08,5.82454640383524e-07,2.47700002078375e-07,1.75918421730816e-07,2.47524821626135e-07,2.01629678928995e-06,2.09705512549578e-06
"ellipsoid.100d20c.8.dat",3.0056,2,10.13,855199.5914,0.682474828805789,1.3536,0.0056,50.65,0.2,0.2177,0.1521,0.1738,3.3399,0.239,0.4712,1.6129,25.9091,88744.2235,405.8525,0.4784,1.09569835823215e-06,1.36871884259178e-06,8.17953700353904e-07,0,3.16763003454242e-07,2.38398122616473e-08,1.22376192809153e-07,6.49920660212386e-08,1.32563166291242e-06,1.67131786192232e-06
"ellipsoid.100d20c.9.dat",3.0611,2,11.51,791062.3178,0.682222697530345,1.3338,0.0041,60.5789,0.19,0.2094,0.1637,0.1654,3.1172,0.2421,0.4597,1.7627,25.5665,133033.3561,505.4475,0.5012,1.01998377561597e-06,1.80144960991501e-06,5.90173862087673e-07,0,4.47748927792681e-07,1.84050154315569e-07,2.61844175178954e-07,3.52026433543762e-07,1.05592519820514e-06,1.55951975741299e-06
"ellipsoid.100d40c.1.dat",3.3446,2,22.11,1566800.5039,0.682867282801036,1.4313,0.0021,67,0.33,0.1555,0.1691,0.1717,2.3748,0.259,0.439,1.9878,25.1274,666376.7618,1049.8112,0.483,1.29195772218759e-06,1.09117132832244e-06,1.0565014538469e-06,1.94746274578616e-10,6.1135076673458e-07,2.60336652932367e-07,2.22571872685367e-07,1.94224319137566e-07,1.6773697096738e-06,1.91063404371491e-06
"ellipsoid.100d40c.10.dat",3.2936,2,19.66,1528353.4372,0.684233783517603,1.5642,0.0045,56.1714,0.35,0.1602,0.1614,0.1731,2.8868,0.2588,0.4406,1.7977,27.6682,474430.1599,910.5768,0.4518,1.38021281281106e-06,1.08538522873271e-06,1.35866533482313e-06,1.40943808963943e-09,1.22691342067124e-07,2.82189322675139e-07,2.1742497384602e-07,9.99816721262894e-08,1.67725573448431e-06,1.80497346333934e-06
"ellipsoid.100d40c.2.dat",3.2767,2,18.91,1466426.3414,0.683348271919011,1.56,0.0024,54.0286,0.35,0.148,0.1698,0.1707,2.806,0.2592,0.4329,1.9316,25.4691,476579.7874,943.8817,0.4729,1.97674057628425e-06,9.9547334069281e-07,7.02357015190575e-07,4.16335382953696e-10,3.64641713324967e-07,2.26015413632897e-07,2.11936886344425e-07,5.67152239660129e-08,2.364216920796e-06,1.87485663921573e-06
"ellipsoid.100d40c.3.dat",3.2931,2,19.64,1464508.0093,0.682655894546432,1.3244,0.0051,57.7647,0.34,0.1589,0.1619,0.172,2.8574,0.258,0.4371,1.8283,23.9164,491690.0812,933.0729,0.5582,1.51385650168022e-06,9.76931640842615e-07,8.13350269916293e-07,1.75627272155728e-09,6.70245954702473e-07,5.15368754472321e-08,1.92907198988337e-07,5.88737929410358e-09,1.82032655434636e-06,1.83097594517555e-06
"ellipsoid.100d40c.4.dat",3.3844,2,24.23,1636180.6872,0.68352002959268,1.5701,0.0049,71.2647,0.34,0.1478,0.1635,0.1682,3.2628,0.2599,0.4368,1.9206,27.4238,810476.2148,1163.9862,0.472,2.12490217406745e-06,1.23172060635987e-06,1.07108764606625e-06,0,5.95234470996417e-07,1.70894807143335e-07,2.45989185794746e-07,1.27984225090718e-07,1.74894567436912e-06,2.05930216470376e-06
"ellipsoid.100d40c.5.dat",3.3436,2,22.06,1683029.1808,0.684340111147865,1.5251,0.0036,64.8824,0.34,0.1612,0.1655,0.1772,2.9429,0.2589,0.4382,1.8951,26.7889,709847.9355,1052.1246,0.5619,1.64545724397499e-06,1.25784255475066e-06,1.4726103002549e-06,5.47779100763525e-10,2.64426318339616e-07,3.44281573895743e-08,3.32967420391842e-07,1.17433948379319e-07,1.52764235022319e-06,2.05468663400151e-06
"ellipsoid.100d40c.6.dat",3.3589,2,22.85,1642103.8093,0.684184409472471,1.6267,0.0022,67.2059,0.34,0.1471,0.1722,0.1703,2.8916,0.2596,0.4324,2.179,25.5592,862273.8386,1141.9662,0.5279,2.00321013615446e-06,1.30739448468395e-06,1.07362949127362e-06,1.58691922634909e-10,5.96461929144062e-07,1.88492151330891e-07,3.19039263142454e-07,8.83715078848631e-08,1.99833354553625e-06,2.10039000105217e-06
