"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","feature_intr_dim","feature_contrast","feature_hub_score","feature_avg_nnd","feature_power_cent","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_ward","algo_closest","algo_mbkmeans","algo_fcmeans"
"10d-40c-no7.dat",3.3345,1,216,6844.0351,0.676606542126294,9.4583,0.0306,240,0.9,0.2218,0.1399,0.1422,38.975,0.1944,0.5,55.3852,8.2336,53789522.8682,456.0695,0.546,1.57220727125447e-05,1.64439484515003e-05,2.2467390776544e-05,2.33209983951686e-05,1.75308635260713e-06,2.14896296340258e-06,7.35772275891964e-07,2.10846943719792e-05,2.31007212581773e-05,3.03600207293942e-05
"10d-40c-no8.dat",3.3629,1,230.6,7541.7192,0.676587058100547,9.7516,0.0307,256.2222,0.9,0.218,0.134,0.1462,41.2542,0.1909,0.4922,56.0181,8.1194,60566625.4122,474.8535,0.5217,1.95452730813775e-05,2.16870871444865e-05,2.19248236687025e-05,2.25566060999464e-05,1.74825679217441e-06,2.38490142768117e-06,1.3620008502804e-06,2.34348187657894e-05,2.33554435817786e-05,3.71829888631465e-05
"10d-40c-no9.dat",3.3746,1,236.9,9027.4626,0.676637546762571,11.1177,0.0264,263.2222,0.9,0.2064,0.1417,0.1485,35.6771,0.1958,0.5208,54.6047,8.3304,64530699.3635,488.884,0.4831,2.25722814253066e-05,1.51242316885162e-05,2.30577456642799e-05,1.66345989311673e-05,1.92705179778421e-06,1.58417074511619e-06,3.99800133597974e-07,2.08624774365464e-05,2.74031381373778e-05,3.41002744266182e-05
"10d-4c-no0.dat",3.1103,1,128.9,3214.0548,0.676773340625588,2.87,7e-04,143.2222,0.9,0.3575,0.1945,0.1609,59.2565,0.194,0.6138,42.9446,6.4812,19383200.1426,259.9389,0.4607,1.14704936113826e-05,1.41385842998615e-05,2.71716795917318e-05,2.66035998586934e-07,7.69168981680432e-06,9.95743821865026e-06,3.23688518942651e-07,5.25581055364124e-07,1.59593597949581e-05,5.74352394780521e-06
"10d-4c-no1.dat",2.9814,1,95.8,2857.622,0.676827162253358,2.4775,3e-04,106.4444,0.9,0.3191,0.1945,0.158,63.8976,0.1926,0.6481,47.3657,6.3982,10721224.9914,190.4443,0.4707,7.52666286284301e-06,3.07188698405669e-05,2.1150385065401e-05,3.99888958278756e-07,8.75391207054917e-06,1.79299582642187e-05,1.03826218628705e-06,8.6764913052097e-07,8.48551139052818e-06,5.7663792594997e-06
"10d-4c-no2.dat",2.9232,1,83.8,1764.9502,0.676731575872597,1.8917,0.0039,93.1111,0.9,0.3284,0.1728,0.1541,64.5825,0.1937,0.6145,54.3389,5.8896,10080308.1092,168.2858,0.5331,1.08836716378476e-05,1.27619812718517e-05,2.95362550746086e-05,4.50344477875908e-07,3.26964343102729e-05,2.80648620554069e-05,2.44489778962049e-06,1.10221043229224e-06,2.25378216082978e-05,7.18955019138501e-06
"10d-4c-no3.dat",3.1199,1,131.8,3276.7065,0.676736766533162,2.5419,0.0021,146.4444,0.9,0.2819,0.1736,0.1576,51.3623,0.1935,0.6089,48.214,6.1012,17371694.8394,264.6365,0.5111,1.45532419478004e-05,8.32549572412872e-06,2.21197715221784e-05,3.08348669169078e-07,3.67073447329435e-05,2.53507162032631e-05,2.1888318312249e-06,7.48797135875824e-07,2.54175844764887e-05,8.18579473993869e-06
"10d-4c-no4.dat",2.9699,1,93.3,2633.1001,0.676768667362057,1.8609,5e-04,103.6667,0.9,0.3573,0.1938,0.1553,54.0985,0.195,0.6071,48.6057,5.7542,9827902.3438,187.5253,0.4934,2.64490688761564e-05,1.07978362060672e-05,1.69932858387747e-05,6.36519416106618e-07,1.93258221385286e-05,6.93532725202079e-06,1.27992256177247e-06,5.44842124143246e-07,2.68532009230344e-05,1.02152062134919e-05
"10d-4c-no5.dat",3.0565,1,113.9,3053.6656,0.676776290441777,2.9191,3e-04,126.5556,0.9,0.3235,0.1943,0.1653,64.4846,0.1995,0.5976,44.3996,6.1594,14134576.7908,237.7858,0.4943,1.40666149888075e-05,1.48845255434161e-05,2.48043450833423e-05,5.28889736593916e-07,2.55164069886488e-05,1.69878821599984e-05,2.82122411386223e-06,3.94103103560545e-07,1.74718273231077e-05,9.58568982168003e-06
"10d-4c-no6.dat",2.9899,1,97.7,2491.8974,0.676737368832654,2.4318,0.002,108.5556,0.9,0.3068,0.184,0.1537,57.9823,0.196,0.5923,48.1614,5.7897,10859542.3024,199.0674,0.5175,2.77660983275904e-05,1.51349732388374e-05,2.89369928696831e-05,3.36169598324771e-07,2.64781373870451e-05,9.49905740272276e-06,1.28380761083286e-06,5.32536575446968e-07,1.91526026508965e-05,1.80808811696921e-05
"10d-4c-no7.dat",3.1708,1,148.2,3414.777,0.676704883845817,2.4336,0.0016,185.25,0.8,0.3563,0.191,0.1472,47.8328,0.1861,0.6799,50.2532,7.5671,22861807.3724,282.9713,0.5672,4.61234766132665e-06,1.5397702174525e-06,2.5882168601005e-05,3.20553186247855e-05,2.68874800974847e-05,3.0928026826079e-05,2.12055171522243e-07,3.77298330348818e-07,3.46790769407461e-05,1.56955036984072e-06
"10d-4c-no8.dat",2.985,1,96.6,2223.3143,0.676719096662512,2.2637,0.0015,107.3333,0.9,0.273,0.1824,0.1534,58.861,0.1934,0.6019,49.1546,5.6283,11251166.4281,194.3526,0.4951,3.03112945501815e-05,2.34789624237554e-05,2.87800143068619e-05,5.6956083004524e-07,1.96512580760144e-05,1.2312716820275e-05,1.33374622970182e-06,5.68577233031745e-07,2.71391891926279e-05,7.25649352139699e-06
"10d-4c-no9.dat",3.073,1,118.3,2092.9939,0.676691676796707,1.8208,0.0015,131.4444,0.9,0.3066,0.1774,0.1575,61.7954,0.1906,0.6684,56.6699,5.3403,17316346.8119,231.8013,0.487,1.5358967651782e-05,9.31055103398743e-06,2.32036802158869e-05,5.66144029753437e-07,1.83433508784572e-05,1.19077245093636e-05,1.67614682306488e-06,5.40833021805986e-07,2.02338220814828e-05,1.0558440345821e-05
"2d-10c-no0.dat",3.473,0.301,1486,27.1526,0.676563258562655,94.7976,0.001,1486,1,0.5675,0.1526,0.1801,5.7629,0.1777,0.8034,10.8436,372.743,818959.5073,565.4182,0.5038,2.03903700280412e-05,2.09094330190856e-05,2.08092575398923e-05,2.2319264394733e-05,2.00174770692082e-05,1.84814758395298e-05,2.02635244724085e-05,1.89814413187778e-05,2.01549531132228e-05,2.04632246771887e-05
"2d-10c-no1.dat",3.4023,0.301,1262.5,193.6764,0.67661216383011,112.4903,0.0042,1262.5,1,0.5672,0.184,0.1603,8.4666,0.1796,0.7962,9.9965,630.9364,1250468.0464,505.8104,0.5413,1.71969515081027e-05,1.53812648704073e-05,1.78531413215497e-05,1.88060276553879e-05,2.25598869150166e-05,1.56789831319089e-05,1.58504696913697e-05,1.71081073577682e-05,1.63445396229976e-05,1.69741789599683e-05
"2d-10c-no2.dat",3.4876,0.301,1536.5,423.0761,0.676565760645365,151.3574,0,1536.5,1,0.6577,0.1754,0.2017,6.8471,0.1829,0.8262,12.1575,651.147,1403446.5457,623.2757,0.384,2.22990326665359e-05,2.04573234600922e-05,2.31246753033645e-05,2.21316538409337e-05,2.32485060429957e-05,2.28312218661439e-05,2.17264058514094e-05,2.2841544605116e-05,2.28148358372659e-05,2.19987831180671e-05
"2d-10c-no3.dat",3.5262,0.301,1679.5,496.8316,0.676530285205265,236.1748,0,1679.5,1,0.531,0.2122,0.1725,6.3137,0.1872,0.7987,10.5814,686.9597,925410.1029,698.4214,0.5605,1.84601327932298e-05,1.89510514034071e-05,1.7611655094804e-05,2.11178073210654e-05,1.6183453302127e-05,2.13928250320482e-05,1.95649442036355e-05,1.85565934575262e-05,1.91176060768271e-05,1.80736977349578e-05
"2d-10c-no4.dat",3.5173,0.301,1645.5,183.3464,0.676585740298284,124.8025,0.0033,1645.5,1,0.698,0.1596,0.1665,7.019,0.1803,0.8097,10.0291,626.7592,764512.9214,646.0526,0.4286,1.6732575757671e-05,1.56911333166991e-05,1.86334319788013e-05,1.96123027825909e-05,1.63539622723476e-05,1.66449708933246e-05,1.67889243082593e-05,1.61568841228652e-05,1.72552214321851e-05,1.67463106258004e-05
