"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","feature_intr_dim","feature_contrast","feature_hub_score","feature_avg_nnd","feature_power_cent","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_ward","algo_closest","algo_mbkmeans","algo_fcmeans"
"2d-4c-no0.dat",3.1965,0.301,786,166.517,0.676566190237292,120.6444,0,786,1,0.6883,0.2158,0.1978,7.5639,0.1814,0.8117,9.6421,267.0992,194661.5946,308.8441,0.4594,0.247377817849067,0.247329538440077,0.304343861402321,0.0115916546901978,0.317658328241781,0.174793933945857,0.260424607356101,0.178439639114725,0.283083227561179,0.271072203451511
"2d-4c-no1.dat",3.2103,0.301,811.5,579.1019,0.676594726171313,133.028,0,811.5,1,0.5431,0.2338,0.1731,5.7726,0.178,0.8105,13.4027,286.4433,717523.3531,324.411,0.5078,0.338968116618002,0.417627936414002,0.359443963873278,0.010659262473412,0.345393737711175,0.226887011417832,0.344971184915391,0.246465192222715,0.352549193419523,0.325307085019002
"2d-4c-no2.dat",3.0269,0.301,532,121.4929,0.676638101894031,63.0726,9e-04,532,1,0.7199,0.1894,0.1633,9.2076,0.1796,0.7884,9.3492,242.1147,97320.3205,209.0277,0.4973,0.507277367699742,0.597548962274987,0.502491025620011,0.0161841913243149,0.418948313227621,0.439708984267639,0.34476323670987,0.380723086878962,0.618813678365805,0.447736339965526
"2d-4c-no3.dat",3.0504,0.301,561.5,272.548,0.676610007888192,159.3825,0,561.5,1,0.699,0.2532,0.1569,9.3209,0.176,0.8158,6.8625,315.8003,109058.2061,214.24,0.5426,0.247522330460729,0.403338159311792,0.294364445366955,0.0221070144894349,0.229979035771503,0.21436938456868,0.221136898758643,0.155271063837873,0.206892096256322,0.255791024213614
"2d-4c-no4.dat",2.936,0.301,431.5,575.7034,0.676797949276654,55.6267,0.0395,431.5,1,0.5055,0.1813,0.1515,8.4534,0.1863,0.8016,5.3793,346.8273,542656.8267,189.3623,0.5352,0.558141945444421,0.322936307353909,0.604839408388916,0.0224419461753753,0.462870006708915,0.272102513213887,0.248215838064178,0.28908824212063,0.51050228943443,0.57356517824572
"2d-4c-no5.dat",3.2143,0.301,819,186.4266,0.67659585675277,84.085,9e-04,819,1,0.8578,0.1876,0.1894,8.0252,0.176,0.7975,8.8595,321.9416,697684.5677,310.6198,0.533,0.450014037766156,0.559593547229948,0.487761506417346,0.0147452583620941,0.382638713682759,0.193016873998095,0.400259491389093,0.228970764109989,0.480903334413697,0.448542539916459
"2d-4c-no6.dat",3.2227,0.301,835,340.0246,0.676623880369391,133.3337,1e-04,835,1,0.6017,0.2149,0.1563,13.5459,0.1789,0.8212,8.5978,457.4999,943037.9194,410.8562,0.5118,0.317521094435019,0.703085340124976,0.486063261182521,0.00346067170773473,0.431996976067805,0.224644602647795,0.319105867595864,0.193184194298324,0.287874308708901,0.34136206901385
"2d-4c-no7.dat",3.012,0.301,514,695.1498,0.676727930146513,131.4935,0,514,1,0.8317,0.2586,0.1755,12.715,0.1768,0.8352,7.4362,459.6523,58365.4318,197.3264,0.5485,0.361894342166811,0.374951691295826,0.369322782609343,0.145561674780642,0.267530797718138,0.216707711976688,0.379010473525226,0.245927521947931,0.417781638234332,0.236816958388167
"2d-4c-no8.dat",3.0326,0.301,539,98.7494,0.676602540100149,118.4768,0,539,1,0.7894,0.247,0.1888,11.0877,0.1779,0.8077,11.8155,345.1685,139214.9024,208.0164,0.5356,0.32030957878845,0.696026295354006,0.400130904263772,0.0564758596697472,0.243591272247325,0.0751572051851652,0.328263085164415,0.060955522823343,0.364838744367706,0.321479419561133
"2d-4c-no9.dat",2.9425,0.301,438,129.873,0.676617247092693,49.987,0,438,1,0.7342,0.2162,0.2144,7.1465,0.1692,0.7969,9.1361,267.8057,26366.8634,156.3863,0.565,0.395428905014545,0.579259111233378,0.42671390548638,0.0117958729896922,0.359134422828507,0.226322153256501,0.298964222260923,0.272340519997035,0.346151377161563,0.430327501950951
"ellipsoid.100d10c.1.dat",3.4612,2,28.92,1755592.3034,0.696029006333909,3.3043,0.0029,262.9091,0.11,0.307,0.1641,0.1788,2.1914,0.2051,0.6237,1.3128,38.6939,268043.9622,790.9045,0.5306,0.296313137148068,0.678003056639808,0.18507897251358,6.41429705618919e-05,0.0977532621799915,0.103698573226004,0.213734049318891,0.00363225344077707,0.374848924973504,0.394344884868888
"ellipsoid.100d10c.10.dat",3.4065,2,25.5,939519.7835,0.687963576823008,2.6894,4e-04,196.1538,0.13,0.2975,0.1798,0.172,3.0848,0.2096,0.6139,1.7794,26.5304,315361.1132,694.7245,0.4609,0.409554902707172,0.409493942811787,0.104050167747027,4.54639383182971e-05,0.189435795908011,0.0446310133134757,0.173067014911863,0.0299574127760095,0.146153548919069,0.118036258320319
"ellipsoid.100d10c.2.dat",3.4751,2,29.86,1592391.5208,0.695412218998945,3.7993,0.0051,248.8333,0.12,0.289,0.1649,0.1578,2.7055,0.2162,0.5557,1.6208,41.2788,526322.9262,960.3367,0.6114,0.342686781369727,0.696427975710811,0.183763381341595,0.000178605102445507,0.163019520944372,0.140583226982701,0.187367494649086,0.00557812648050161,0.083465870349388,0.441121866764365
"ellipsoid.100d10c.3.dat",3.4914,2,31,1475992.4743,0.694876310326535,4.9271,7e-04,221.4286,0.14,0.3068,0.1768,0.1784,3.5285,0.2158,0.5657,1.7126,37.0342,532939.6714,981.9084,0.4548,0.33663590641772,0.35075231595031,0.118460013311564,0.000314163060290258,0.126474226972748,0.0161582138841072,0.151603545125527,0.0204853076492455,0.353891247169981,0.198104391028634
"ellipsoid.100d10c.4.dat",3.3892,2,24.5,1192990.6552,0.690296380721277,2.6079,5e-04,245,0.1,0.2796,0.1824,0.1696,2.5438,0.2103,0.6067,1.8019,30.4775,399671.3726,680.6643,0.4806,0.402488778493811,0.465505914687959,0.127858415060069,8.51739152838216e-05,0.152704533584928,0.0218427678227234,0.0962728992952422,0.0504898671438843,0.336242058428184,0.243519384935764
"ellipsoid.100d10c.5.dat",3.4752,2,29.87,1601457.1194,0.694382072796715,3.3878,0.0036,248.9167,0.12,0.2999,0.1674,0.1724,2.6815,0.2115,0.5793,1.4676,39.3403,365279.8772,897.6491,0.5197,0.169522281836193,0.582710072552551,0.0653736093204853,3.10518141981476e-05,0.067933328314056,0.037834847332899,0.0812846789598543,0.0127242504939473,0.349321314623957,0.170013730656713
"ellipsoid.100d10c.6.dat",3.4476,2,28.03,1690758.8048,0.695320321158328,3.6926,0.0052,233.5833,0.12,0.2921,0.1581,0.1634,2.3508,0.2173,0.5472,1.3977,40.4842,394657.6961,953.2173,0.3716,0.276289892831947,0.315881547658926,0.212436068474302,0.000479797011425163,0.0295854763090353,0.0562753556062996,0.195492818721415,0.0307948105392849,0.316335598971131,0.24932744146808
"ellipsoid.100d10c.7.dat",3.4986,2,31.52,1134469.4832,0.691329348297515,2.9962,2e-04,315.2,0.1,0.2984,0.1838,0.1766,2.9567,0.2153,0.5667,2.0198,32.0474,726796.7423,1011.2657,0.5893,0.311917550706487,0.374120898218073,0.148636715404183,0.000117707358162097,0.160261861345495,0.0522879453944911,0.0654685567870003,0.0063445269569961,0.342002672133857,0.196375729330012
"ellipsoid.100d10c.8.dat",3.4339,2,27.16,1437433.5897,0.693282206437103,3.773,0.0013,208.9231,0.13,0.2957,0.1734,0.1758,3.4755,0.2097,0.5883,1.5759,39.4465,429416.4901,828.3656,0.4584,0.401882488587356,0.648144822377092,0.1046442478962,0,0.131604232612246,0.0940475964578054,0.179395965640033,0.0648066281705126,0.271521291221975,0.195393777990176
"ellipsoid.100d10c.9.dat",3.3228,2,21.03,1288077.6605,0.690564656525765,3.2934,9e-04,161.7692,0.13,0.3143,0.1797,0.1774,3.816,0.2134,0.5753,1.6798,35.3348,273010.3187,653.0189,0.5235,0.340406750479576,0.41416229711062,0.210702052577156,0.000396884418392534,0.113001899401701,0.0236920850668696,0.152088744333001,0.00521898386642116,0.274006474773656,0.389230105764464
"ellipsoid.100d20c.1.dat",3.1265,2,13.38,1060937.6088,0.684353122268224,1.5306,0.0109,66.9,0.2,0.2274,0.1492,0.1677,2.6015,0.2439,0.4684,1.5896,30.6205,151845.7865,535.5,0.4737,0.217046630702391,0.271366687953086,0.185339513647902,0.00062362824082719,0.0137370348906583,0.0259402916841471,0.0899259682861158,0.00149712412528304,0.418217911301274,0.462334085257146
"ellipsoid.100d20c.10.dat",3.0864,2,12.2,790630.0143,0.682438405651067,1.2782,6e-04,64.2105,0.19,0.21,0.1712,0.1799,2.9727,0.2442,0.4576,2.0269,20.1769,171766.3632,544.1964,0.4352,0.287738251226198,0.316851387670514,0.252380459318365,3.79943889121046e-05,0.138538364498022,0.0385703292892552,0.057465000536704,0.0115352463400704,0.299147652144516,0.474354238719964
"ellipsoid.100d20c.2.dat",3.003,2,10.07,770464.6991,0.682017562305531,1.2519,1e-04,55.9444,0.18,0.2322,0.1772,0.1842,2.9262,0.24,0.4811,2.0783,21.0566,118792.0103,408.6835,0.517,0.343342403327846,0.499163566763486,0.190939070151343,2.30115315920558e-05,0.0244754548330117,0.017207234033827,0.0768272317141955,0.00234988229672945,0.357137329479576,0.371076977671536
"ellipsoid.100d20c.3.dat",3.033,2,10.79,808042.7884,0.682313130259305,1.3911,4e-04,59.9444,0.18,0.2113,0.1772,0.1709,2.3775,0.2417,0.4591,2.0045,22.5188,132751.6845,493.3909,0.4545,0.293985021410915,0.622750878735635,0.14238849316094,0.000343638153651735,0.0711293398202068,0.00745343600579549,0.0568422423742547,0.00754452789615021,0.302704267562406,0.327819788734466
"ellipsoid.100d20c.4.dat",3.0611,2,11.51,832955.2431,0.682771756650224,1.4905,7e-04,57.55,0.2,0.213,0.1719,0.1834,2.7509,0.2439,0.4651,1.7651,24.9066,123901.0718,485.7242,0.5555,0.281220716006865,0.643376869128698,0.304872894723019,0.00138926984701917,0.0403120177422618,0.0514744801698045,0.0210430667933757,0.00917949936833564,0.401615016903576,0.383953024502822
"ellipsoid.100d20c.5.dat",3.0558,2,11.37,865803.6192,0.68279115504785,1.4154,0.0036,63.1667,0.18,0.2099,0.1628,0.1689,2.8477,0.2414,0.4713,1.6099,30.4779,105671.3929,442.9335,0.4721,0.305417508628946,0.465665751141342,0.0499728691033467,2.03825577010642e-05,0.0800147943726655,0.0167195290525511,0.0590012984391185,0.0181898609272055,0.357945922041296,0.494154649104441
"ellipsoid.100d20c.6.dat",3.0508,2,11.24,961764.8584,0.683640668004013,1.6095,0.0015,59.1579,0.19,0.2216,0.1682,0.1791,3.3372,0.2424,0.4662,1.8489,25.8933,141733.2464,480.8045,0.4222,0.274894359577022,0.303298645621272,0.182947698819084,0.000185564839702008,0.210808756950748,0.00180314916280093,0.0614164712708534,0.0071472232849219,0.388645465414551,0.411138755968913
"ellipsoid.100d20c.7.dat",3.0124,2,10.29,847404.3926,0.682307332219613,1.2343,0.0015,57.1667,0.18,0.2178,0.1747,0.1682,3.0028,0.2403,0.4728,1.9423,22.2552,111561.705,431.3899,0.5657,0.205110254875086,0.576931326692943,0.166591786963685,0.00232633416086542,0.147416709954345,0.036199832673457,0.0489585103599822,0.0173247557204681,0.406303624829396,0.388744035194353
"ellipsoid.100d20c.8.dat",3.0056,2,10.13,855199.5914,0.682474828805789,1.3536,0.0056,50.65,0.2,0.2177,0.1521,0.1738,3.3399,0.239,0.4712,1.6129,25.9091,88744.2235,405.8525,0.4784,0.356665648077552,0.29111939745196,0.157925398105625,0,0.0956012682204909,0.00568855530245908,0.0254706994619151,0.00869143220153413,0.341210971780084,0.450282105730531
"ellipsoid.100d20c.9.dat",3.0611,2,11.51,791062.3178,0.682222697530345,1.3338,0.0041,60.5789,0.19,0.2094,0.1637,0.1654,3.1172,0.2421,0.4597,1.7627,25.5665,133033.3561,505.4475,0.5012,0.305823142055657,0.390977052508455,0.116703298219712,0,0.125689805921481,0.0402737020890507,0.0797826802046215,0.0100994388013625,0.295270792662714,0.388399694023972
"ellipsoid.100d40c.1.dat",3.3446,2,22.11,1566800.5039,0.682867282801036,1.4313,0.0021,67,0.33,0.1555,0.1691,0.1717,2.3748,0.259,0.439,1.9878,25.1274,666376.7618,1049.8112,0.483,0.257700387982447,0.252755367986399,0.266344435591596,2.09725879843429e-05,0.170862789917304,0.0254232338080871,0.0473734091396448,0.0117479514244002,0.39752343747902,0.461080127860449
"ellipsoid.100d40c.10.dat",3.2936,2,19.66,1528353.4372,0.684233783517603,1.5642,0.0045,56.1714,0.35,0.1602,0.1614,0.1731,2.8868,0.2588,0.4406,1.7977,27.6682,474430.1599,910.5768,0.4518,0.346203661604412,0.235815493948904,0.407926814786988,0.000165093632222421,0.0236185578599957,0.0439746651816766,0.0686919779864026,0.00350928344471292,0.418069766617376,0.562469729243939
"ellipsoid.100d40c.2.dat",3.2767,2,18.91,1466426.3414,0.683348271919011,1.56,0.0024,54.0286,0.35,0.148,0.1698,0.1707,2.806,0.2592,0.4329,1.9316,25.4691,476579.7874,943.8817,0.4729,0.381157534486311,0.240914513252717,0.24871734445224,4.90393048279305e-05,0.078505704812101,0.0264514986982236,0.0495874281686163,0.00507571896385144,0.473687707679272,0.646732304113852
"ellipsoid.100d40c.3.dat",3.2931,2,19.64,1464508.0093,0.682655894546432,1.3244,0.0051,57.7647,0.34,0.1589,0.1619,0.172,2.8574,0.258,0.4371,1.8283,23.9164,491690.0812,933.0729,0.5582,0.339427633321793,0.238197647964105,0.309073071594676,0.000212479339905952,0.195541276324125,0.00686790207044725,0.0502832356575392,0.000423841815514094,0.44194114001608,0.48239520776603
"ellipsoid.100d40c.4.dat",3.3844,2,24.23,1636180.6872,0.68352002959268,1.5701,0.0049,71.2647,0.34,0.1478,0.1635,0.1682,3.2628,0.2599,0.4368,1.9206,27.4238,810476.2148,1163.9862,0.472,0.381103948331484,0.30642357346965,0.497154385923613,0,0.140094162962944,0.0328528264390764,0.0534499074992675,0.0122337880378757,0.433889531350113,0.597252394466088
"ellipsoid.100d40c.5.dat",3.3436,2,22.06,1683029.1808,0.684340111147865,1.5251,0.0036,64.8824,0.34,0.1612,0.1655,0.1772,2.9429,0.2589,0.4382,1.8951,26.7889,709847.9355,1052.1246,0.5619,0.297089389758277,0.281669111782157,0.401255961749376,6.30603179478699e-05,0.0376796175412055,0.00495790843325318,0.0795759724312171,0.0126747502168178,0.350884837030246,0.590731876468186
"ellipsoid.100d40c.6.dat",3.3589,2,22.85,1642103.8093,0.684184409472471,1.6267,0.0022,67.2059,0.34,0.1471,0.1722,0.1703,2.8916,0.2596,0.4324,2.179,25.5592,862273.8386,1141.9662,0.5279,0.378414346886467,0.236159412878133,0.231891558330925,2.02936988818203e-05,0.131556131705888,0.0390754528454336,0.059285358208862,0.00560395201591276,0.448377575621518,0.44907996514035
"ellipsoid.100d40c.7.dat",3.2622,2,18.29,1538422.7596,0.683302298326193,1.4028,0.0053,53.7941,0.34,0.1523,0.1654,0.1611,2.9259,0.2569,0.4396,2.0261,23.5899,459065.2386,875.5521,0.532,0.248289870876439,0.322148088654875,0.421330524277509,0,0.121401319043676,0.032545937236924,0.067048402194994,0.000101009293500868,0.471621001207685,0.545777977401063
"ellipsoid.100d40c.8.dat",3.3222,2,21,1473328.1435,0.682437067530267,1.3439,0.0021,60,0.35,0.1492,0.1725,0.1728,3.0081,0.2591,0.4363,2.0274,22.8821,611961.3371,1024.6241,0.4804,0.298508756720271,0.249576115739961,0.180634373859772,0,0.128700777510327,0.0142008184735064,0.0768921712762135,0.00288436918203885,0.398474898456779,0.576976324464152
"ellipsoid.100d40c.9.dat",3.3398,2,21.87,1496369.5567,0.682552230095853,1.439,0.0032,66.2727,0.33,0.1656,0.1652,0.1734,2.344,0.2596,0.4393,1.909,26.5589,659349.1245,1045.569,0.5167,0.301758031911061,0.298562381643529,0.444388093641239,0.000212026428911697,0.147725652020888,0.0485607036029466,0.0459140837656437,0.00586194738078508,0.352831335111816,0.486123137268834
"ellipsoid.100d4c.1.dat",3.1092,2,12.86,1478646.6942,0.690025903258163,3.781,0.0037,49.4615,0.26,0.4681,0.157,0.1777,2.7458,0.176,0.7725,1.1406,36.8949,20368.4422,240.857,0.4887,0.189972231854802,0.547858671188832,0.0441247838280077,0.000360446848711022,0.235266094847703,0.0706014425161669,0.191975045060167,0.0194648815230377,0.153808558149529,0.00367423473627948
"ellipsoid.100d4c.10.dat",2.9854,2,9.67,1264310.7082,0.687133632069389,3.7255,0,69.0714,0.14,0.518,0.1656,0.1829,1.7737,0.1835,0.7423,0.9663,40.057,8440.7306,195.8903,0.5014,0.189998425859043,0.648388501941798,0.0565531514589493,0,0.146442963920126,0.00122920383825105,0.146284228030623,0.00473946879984578,0.312282664228552,0.00535345136188998
"ellipsoid.100d4c.2.dat",3.0056,2,10.13,1036546.9212,0.685865628364021,3.313,8e-04,67.5333,0.15,0.4822,0.1792,0.1729,2.1063,0.1781,0.7673,1.2425,34.4902,10021.4415,191.0195,0.4248,0.315157467552539,0.659957512586227,0.0158639483242311,0.000251628572480448,0.136057319695544,0.0889139397382013,0.199727878155343,0.0194501767728623,0.170811958453673,0.00592464826349245
"ellipsoid.100d4c.3.dat",3.1242,2,13.31,1570631.3965,0.691802737556955,9.5452,2e-04,66.55,0.2,0.4854,0.178,0.1857,2.5332,0.1861,0.754,1.1581,42.7013,21493.1744,273.2224,0.4686,0.147829795631475,0.327820224839304,0.0478441344222491,0.000313441784123035,0.172468735170454,0.0967110209093061,0.272504354648894,0.0307424090740461,0.24614916200655,0.069798411782064
"ellipsoid.100d4c.4.dat",3.1778,2,15.06,1360547.0181,0.690670850634212,7.4697,0,125.5,0.12,0.4747,0.1944,0.1852,2.695,0.1831,0.756,1.5873,42.5611,67294.1508,302.8243,0.5574,0.233665137081013,0.153090669668789,0.0275463429789015,0.000307839079297273,0.248875827232799,0.116703631614901,0.116533066579199,0.0466929982066445,0.0813948862508422,0.00242267659906579
"ellipsoid.100d4c.5.dat",3.0481,2,11.17,1184694.1917,0.68708392131707,3.3082,0,159.5714,0.07,0.4418,0.1897,0.1802,1.6211,0.1748,0.7718,0.9742,35.9716,18842.0154,215.6236,0.6843,0.13863769183812,0.620522660341233,0.00682811881465561,0,0.257225142340345,0.105499186807007,0.128570811154287,0.0280064064262685,0.0706336024160996,0.19648713549615
"ellipsoid.100d4c.6.dat",2.9289,2,8.49,894471.7733,0.684330146356746,3.0374,0,49.9412,0.17,0.4564,0.1939,0.1962,2.4178,0.1824,0.7583,1.3307,32.4207,12623.5545,165.7564,0.4723,0.203349521847796,0.513699699705372,0.206401940143062,0.000382042805225866,0.072033734578437,0.0306773374742353,0.0358695723656539,0.0820124560361763,0.186848689335321,0.284833328404374
"ellipsoid.100d4c.7.dat",3.1176,2,13.11,1296461.1164,0.689319743386478,5.1657,0,109.25,0.12,0.455,0.1947,0.1858,2.5975,0.1806,0.7704,1.4711,36.2918,21046.2562,253.5134,0.4359,0.0559170570804913,0.298245678706044,0.000811798394947279,0.000565747841661561,0.240580206812996,0.0447502569283024,0.170035863840041,0.0208964801228624,0.0117559270985147,0.00220333658458033
"ellipsoid.100d4c.8.dat",3.0667,2,11.66,917438.7206,0.685712562293152,3.5946,0,58.3,0.2,0.4727,0.1942,0.1898,2.9698,0.1745,0.776,1.6481,29.2097,16879.8465,218.0571,0.5281,0.109837416120401,0.299495496863369,0.119591677317378,0.000596272025713147,0.161042782422347,0.0789689768748364,0.145269568934665,0.0616200613005573,0.00295063145319699,0.0013869267945186
"ellipsoid.100d4c.9.dat",2.7987,2,6.29,1106914.9976,0.684594544223297,3.3199,0,62.9,0.1,0.4181,0.1992,0.198,1.591,0.1875,0.7406,0.777,34.1367,7039.5977,136.2532,0.5919,0.166389936961611,0.523449039375114,0.0566625421612564,0.00173045644287652,0.0802982628826299,0.0528573453672743,0.131182976223717,0.00581526169737807,0.151933043724665,0.412028753912311
"ellipsoid.50d10c.1.dat",3.431,1.699,53.96,208356.246,0.682139919810234,5.0161,9e-04,269.8,0.2,0.3201,0.1781,0.1788,3.0644,0.2099,0.6089,1.7697,34.2691,407532.7147,751.0547,0.4574,0.296511205572357,0.308309861492272,0.124382479944213,0.000120318560662183,0.127999685067522,0.0487261229475185,0.128494961012803,0.138026612021553,0.317173180056023,0.203294258371601
"ellipsoid.50d10c.10.dat",3.5176,1.699,65.86,255007.7495,0.683305644353855,5.7463,0.0017,299.3636,0.22,0.2764,0.1798,0.1745,2.5509,0.2178,0.5669,1.5356,33.8188,521450.5536,973.2025,0.5782,0.198857215768264,0.560841692146822,0.128276963095278,0.000309839438454124,0.145343417091812,0.0447979379440155,0.150522917109518,0.0184875475669097,0.383115617739833,0.161125415542087
"ellipsoid.50d10c.2.dat",3.5077,1.699,64.38,252260.9758,0.683147772948964,7.5403,0.0031,292.6364,0.22,0.3046,0.1695,0.1672,2.1275,0.2161,0.5799,1.5289,40.4397,441115.2426,907.7715,0.5726,0.506224948719553,0.212370924518822,0.132835373536298,0.000432200116515347,0.287923534420349,0.0976728748205541,0.221042063642351,0.0197176224876885,0.218215517386751,0.17199740488082
"ellipsoid.50d10c.3.dat",3.4652,1.699,58.38,280729.8245,0.684459443367528,6.0468,0.0023,243.25,0.24,0.2998,0.1628,0.1857,2.6745,0.2142,0.5659,1.4743,36.3961,347276.2436,789.1404,0.4895,0.172561648015097,0.268494972825964,0.0742220685519556,0.000476618619242043,0.103774174591097,0.0287887241578916,0.0960868915470972,0.0177365279070189,0.235688557397338,0.262197020431996
"ellipsoid.50d10c.4.dat",3.4334,1.699,54.26,215541.0205,0.681747219815556,4.9307,0.0024,246.6364,0.22,0.3198,0.1746,0.1776,2.3373,0.2081,0.6303,1.719,35.1213,308234.2851,674.7583,0.4949,0.158880884990018,0.286107060839145,0.15287647318112,0.000170933699306669,0.0634345194480478,0.0766073440115969,0.256406434397623,0.0336161304769969,0.25156776791759,0.37142255648983
"ellipsoid.50d10c.5.dat",3.3913,1.699,49.24,401597.399,0.687036201055724,9.5032,0.0074,246.2,0.2,0.3403,0.1617,0.1663,2.5047,0.2032,0.6577,1.4066,43.1618,237704.9899,604.3677,0.5288,0.392552284825882,0.258673050825126,0.221409216360165,0.000791029773708574,0.234027711994425,0.0668599125814447,0.282316573662664,0.0432988950548994,0.302337160455508,0.216611414663925
"ellipsoid.50d10c.6.dat",3.4698,1.699,59,221801.5074,0.68240906350652,5.8228,4e-04,268.1818,0.22,0.2958,0.1749,0.1774,2.1843,0.2116,0.5863,1.608,32.4204,384821.2888,888.9621,0.555,0.372332507978295,0.348861597900415,0.200289636508496,0.000644516797379281,0.209787845756949,0.106687164755706,0.197191108248766,0.018587085497434,0.350305506960672,0.246474128042045
"ellipsoid.50d10c.7.dat",3.367,1.699,46.56,356601.7232,0.686096633440525,6.4027,0.0031,211.6364,0.22,0.3717,0.1634,0.1753,2.6191,0.2083,0.6072,1.4212,45.9014,210043.792,664.9063,0.5675,0.403263648646513,0.346550583924609,0.0728237871330297,0.000398371823559014,0.0545678656541308,0.0637444208621879,0.0811407428789788,0.0247474967203688,0.296747966862697,0.253355368522842
"ellipsoid.50d10c.8.dat",3.4969,1.699,62.8,272309.7334,0.683544358138199,7.0857,0.0046,285.4545,0.22,0.3273,0.1644,0.1703,2.2679,0.2136,0.5807,1.3693,38.4785,335152.0283,874.7143,0.5137,0.304587903811485,0.243505115340379,0.191267754687504,0.000472614077369162,0.132945078198741,0.165280356265783,0.204932338649039,0.0309137013250936,0.398985051192349,0.337954622028118
"ellipsoid.50d10c.9.dat",3.3506,1.699,44.84,239277.6146,0.682470132321073,4.9983,0.0071,203.8182,0.22,0.3071,0.1581,0.1697,2.5279,0.2094,0.5978,1.2875,35.5721,176527.7384,627.9295,0.5272,0.301635701095452,0.419944457604689,0.318354516953081,2.06827437649305e-05,0.275628529219578,0.0526197061167019,0.184614822249283,0.0195860174553766,0.307940924219515,0.152934156791393
"ellipsoid.50d20c.1.dat",3.0983,1.699,25.08,198468.2779,0.678764349721214,2.1791,0.0045,69.6667,0.36,0.2134,0.1678,0.1644,2.1641,0.2443,0.4857,1.7182,26.7732,122785.4331,434.5934,0.4833,0.339553531611345,0.496545275428462,0.378953761830303,0.00118279569324106,0.158722062427446,0.0802774824479848,0.0971750044233637,0.0216125451986215,0.444544347647011,0.396815672858344
"ellipsoid.50d20c.10.dat",3.0577,1.699,22.84,184693.7737,0.678787068748331,2.2881,0.0017,63.4444,0.36,0.2224,0.1754,0.1691,2.6288,0.2436,0.4844,1.9248,25.1522,124037.6914,402.0285,0.475,0.236376085452293,0.521645753812343,0.237570433276534,0.000243523636468062,0.135804317145599,0.0304830075793206,0.0933853846570577,0.0309662441782343,0.416563671368846,0.360895642590826
"ellipsoid.50d20c.2.dat",3.0618,1.699,23.06,237933.5564,0.679684849840678,2.5929,0.0032,64.0556,0.36,0.216,0.1626,0.1845,2.9964,0.2408,0.4871,1.6131,26.7965,100288.1908,407.5333,0.5417,0.272017606069531,0.527868932890752,0.319544721942695,0,0.176069078977703,0.00509017007929793,0.0615800988730736,0.0068720703056319,0.37821822829328,0.510366676091154
"ellipsoid.50d20c.3.dat",3.1166,1.699,26.16,208614.843,0.679315800623175,2.6214,8e-04,76.9412,0.34,0.218,0.1835,0.1766,2.9551,0.2449,0.4836,2.009,26.5168,189359.014,465.3895,0.5158,0.331254027741457,0.308539145708645,0.358536274502041,0.000141761024404477,0.129187109699352,0.0646776832349745,0.0746076226786426,0.0111885727451374,0.409908152201005,0.373526449474465
"ellipsoid.50d20c.4.dat",3.0955,1.699,24.92,252535.2575,0.679645744639059,2.4335,0.0016,69.2222,0.36,0.2147,0.1757,0.1778,3.0495,0.2421,0.4821,1.9734,25.7811,165239.9212,456.1908,0.4788,0.224960928509627,0.316322118352855,0.250554909316615,0.000818358479108969,0.177676206867774,0.0619939611004656,0.0843909597325868,0.0690778690885279,0.378946695399499,0.48235167406105
"ellipsoid.50d20c.5.dat",3.0945,1.699,24.86,204911.2865,0.679294613468622,2.1911,0.0023,69.0556,0.36,0.2172,0.1718,0.1796,2.6172,0.246,0.4799,1.6967,27.684,128997.2453,444.397,0.4739,0.293247711961549,0.376863827207557,0.399133740901129,0.000783102962248978,0.0721641011846629,0.0291783242881483,0.131437290767523,0.0261434100794521,0.410872552439317,0.463257692990897
"ellipsoid.50d20c.6.dat",3.0261,1.699,21.24,170617.5703,0.678458380127773,1.8321,0.0011,62.4706,0.34,0.2153,0.1774,0.1756,2.8547,0.2416,0.4785,2.1875,21.6412,139422.6169,412.1599,0.4894,0.270790477901638,0.31890539628862,0.12344479208833,0.000582273058224576,0.122345477634762,0.100461632202554,0.0755969213282839,0.0426187533930496,0.346476010114608,0.42663606260704
"ellipsoid.50d20c.7.dat",3.003,1.699,20.14,168805.5895,0.678515867074502,1.5995,0.0021,59.2353,0.34,0.2221,0.1725,0.1626,2.3843,0.2419,0.4787,2.1382,19.3423,113790.871,390.8489,0.4385,0.24401413875166,0.343953135784833,0.20382595877563,0.00105852410835868,0.158230724127826,0.0406407675674771,0.0380403231745953,0.0192414738607986,0.357372983592768,0.420306416577829
"ellipsoid.50d20c.8.dat",3.0722,1.699,23.62,196521.3287,0.678883370631862,1.9034,0.0043,65.6111,0.36,0.2167,0.168,0.1736,2.7141,0.2439,0.4751,1.8779,26.2063,135045.1396,432.9709,0.4832,0.268372076557558,0.446555086810722,0.334617927823366,0.000235488139873151,0.28889918850622,0.0518659639679986,0.0801678694664975,0.0227656364616194,0.375322550942934,0.298283159012832
