"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","feature_intr_dim","feature_contrast","feature_hub_score","feature_avg_nnd","feature_power_cent","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_ward","algo_closest","algo_mbkmeans","algo_fcmeans"
"2d-40c-no3.dat",3.3591,0.301,1143,47.9331,0.676569018142258,44.9449,0,1143,1,0.5157,0.1808,0.177,4.2134,0.1674,0.8099,11.3815,488.3165,211404.1781,414.9983,0.5017,0.0131861522190357,0.00243044572439529,0.00498439696538319,0.0753290288219247,0.0243762200451704,0.0740659875315778,0.0204463643759544,0.0521523920409237,0.00432228043377473,0.00386824314910364
"2d-40c-no4.dat",3.3533,0.301,1128,29.1979,0.676565239620021,48.7243,0,1128,1,0.6057,0.1832,0.1823,4.195,0.1713,0.7997,11.553,502.0335,211357.4255,406.9383,0.5016,0.0150705363850317,0.0036721466936858,0.00433016777850039,0.0588275211736572,0.0241951326915209,0.0261776888975614,0.0305125471217849,0.0539860956280138,0.00679821157002733,0.015943453405096
"2d-40c-no5.dat",3.3375,0.301,1087.5,11.1825,0.676572506399679,40.7557,1e-04,1087.5,1,0.5517,0.1839,0.1826,3.6578,0.1641,0.7949,11.7119,354.882,238868.0035,389.9606,0.5225,0.0193885710286692,0.00924030676959228,0.00407876450519221,0.0582066766857036,0.00951084198541767,0.0348172814261591,0.0193459871652456,0.0299477508979268,0.00124022482884149,0.00574329483412979
"2d-40c-no6.dat",3.372,0.301,1177.5,19.842,0.67657296937206,43.2789,1e-04,1177.5,1,0.5233,0.181,0.1801,3.797,0.1721,0.7963,11.8099,459.3537,208356.1839,421.9143,0.338,0.00622387281038241,0.00882136586874822,0.00556352292879196,0.0539743948130766,0.0254336583977664,0.0454605519796038,0.0564569492273117,0.0419435969916386,0.00825643236676897,0.00742557106497367
"2d-40c-no7.dat",3.3465,0.301,1110.5,55.2818,0.676570492687521,45.6758,3e-04,1110.5,1,0.6357,0.1836,0.1793,3.8679,0.166,0.8125,11.0894,400.0361,239180.0269,395.4708,0.5296,0.0107605377647608,0.00671781245739977,0.00314574211587064,0.0712147200103916,0.0171273906739076,0.0557566078602392,0.0346788707117796,0.0577549796024421,0.010187566928674,0.00570556820988107
"2d-40c-no8.dat",3.3206,0.301,1046,35.135,0.676568969522901,47.979,0,1046,1,0.5161,0.184,0.1774,3.6129,0.1705,0.7945,11.7089,335.7932,160209.5563,383.4992,0.5556,0.0168673323331599,0.00392248764837481,0.00578664550510065,0.0561144421232296,0.0344350572088721,0.046234550211228,0.0277103250196634,0.0490706019821947,0.00366379876701963,0.00675247191405646
"2d-40c-no9.dat",3.3751,0.301,1186,89.0426,0.676591388125934,32.2708,7e-04,1186,1,0.5491,0.1777,0.1776,3.296,0.1681,0.801,10.28,471.2608,450450.453,423.9067,0.4981,0.0152676416772009,0.0115483797089749,0.00156796339986437,0.0608288470329293,0.011721512880826,0.0544008799133495,0.0472563774164065,0.0495513305831904,0.00502731324791386,0.0129883321926999
"2d-4c-no0.dat",3.1965,0.301,786,166.517,0.676566190237292,120.6444,0,786,1,0.6883,0.2158,0.1978,7.5639,0.1814,0.8117,9.6421,267.0992,194661.5946,308.8441,0.4594,0.00867328801273282,0.0301235598013226,0.00237973338782288,0.13225650377704,0.0234374933827989,0.0477017458416296,0.0477017458416296,0.0201064173747493,0.0359349644330628,0.0301235598013226
"2d-4c-no1.dat",3.2103,0.301,811.5,579.1019,0.676594726171313,133.028,0,811.5,1,0.5431,0.2338,0.1731,5.7726,0.178,0.8105,13.4027,286.4433,717523.3531,324.411,0.5078,0.00733079910855195,0.00936626195325034,0.00897126882372561,0.0529692141808511,0.0124427726462722,0.0174009430227242,0.00521839749602139,0.0330524140354446,0.00415051151352487,0.00910274914693102
"2d-4c-no2.dat",3.0269,0.301,532,121.4929,0.676638101894031,63.0726,9e-04,532,1,0.7199,0.1894,0.1633,9.2076,0.1796,0.7884,9.3492,242.1147,97320.3205,209.0277,0.4973,0.00206684475054169,0.0156849380201665,0.00271256240797349,0.104494357486416,0.0270397821456444,0.0441660322488496,0.0386086569897111,0.040603331986904,0.00497675673791773,0.00791022721653134
"2d-4c-no3.dat",3.0504,0.301,561.5,272.548,0.676610007888192,159.3825,0,561.5,1,0.699,0.2532,0.1569,9.3209,0.176,0.8158,6.8625,315.8003,109058.2061,214.24,0.5426,0.0412673599058845,0.0194060961685894,0.00545081748706897,0.106772290487703,0.0336005800750301,0.106772290487703,0.0948673653292055,0.0501048289389939,0.0090189291833838,0.0340253721882782
"2d-4c-no4.dat",2.936,0.301,431.5,575.7034,0.676797949276654,55.6267,0.0395,431.5,1,0.5055,0.1813,0.1515,8.4534,0.1863,0.8016,5.3793,346.8273,542656.8267,189.3623,0.5352,0.0053306240120089,0.00233812663259623,0.00440303152154862,0.189171813597656,0.0213611327179062,0.0283331487079678,0.0225001574609016,0.0332587134090912,0.00986404528989627,0.00494053135387351
"2d-4c-no5.dat",3.2143,0.301,819,186.4266,0.67659585675277,84.085,9e-04,819,1,0.8578,0.1876,0.1894,8.0252,0.176,0.7975,8.8595,321.9416,697684.5677,310.6198,0.533,0.00613647139554567,0.00652184950869449,0.00119927528072011,0.0812724619460865,0.0194687095629714,0.0242345317287446,0.0136234214127296,0.0219795318068282,0.0136854037941784,0.00575499103652452
"2d-4c-no6.dat",3.2227,0.301,835,340.0246,0.676623880369391,133.3337,1e-04,835,1,0.6017,0.2149,0.1563,13.5459,0.1789,0.8212,8.5978,457.4999,943037.9194,410.8562,0.5118,0.0142847425543787,0.0014387056959042,0.00947397333637502,0.100514631300011,0.0138442506543318,0.0279134688145657,0.0231902389829928,0.026647167891863,0.0111248570933198,0.00463458961343525
"2d-4c-no7.dat",3.012,0.301,514,695.1498,0.676727930146513,131.4935,0,514,1,0.8317,0.2586,0.1755,12.715,0.1768,0.8352,7.4362,459.6523,58365.4318,197.3264,0.5485,0.0121003484652938,0.00587589364951234,0.00869592615255293,0.165210367804222,0.015771646991559,0.0211455427215888,0.0139477722890468,0.0780294640178854,0.00490059827740852,0.00872025236310792
"2d-4c-no8.dat",3.0326,0.301,539,98.7494,0.676602540100149,118.4768,0,539,1,0.7894,0.247,0.1888,11.0877,0.1779,0.8077,11.8155,345.1685,139214.9024,208.0164,0.5356,0.0239847589446117,0.00268130997193462,0.00764439081149787,0.109119285331585,0.00852700372426658,0.095128338350823,0.058111588179208,0.109119285331585,0.00777753120438548,0.00535336189495921
"2d-4c-no9.dat",2.9425,0.301,438,129.873,0.676617247092693,49.987,0,438,1,0.7342,0.2162,0.2144,7.1465,0.1692,0.7969,9.1361,267.8057,26366.8634,156.3863,0.565,0.0127728207197525,0.0123294195340858,0.0106724500272548,0.123878890851,0.0118037525162127,0.0306884042966054,0.0416810418331829,0.0390721155491817,0.0103206789409236,0.00656250681654428
"ellipsoid.100d10c.1.dat",3.4612,2,28.92,1755592.3034,0.696029006333909,3.3043,0.0029,262.9091,0.11,0.307,0.1641,0.1788,2.1914,0.2051,0.6237,1.3128,38.6939,268043.9622,790.9045,0.5306,0.011296297924348,0.00590845620190943,0.00561343581513419,0.155880659693144,0.0214319207685153,0.024334389194982,0.0142484113613238,0.0619666676591536,0.00806417264487562,0.00940893844413636
"ellipsoid.100d10c.10.dat",3.4065,2,25.5,939519.7835,0.687963576823008,2.6894,4e-04,196.1538,0.13,0.2975,0.1798,0.172,3.0848,0.2096,0.6139,1.7794,26.5304,315361.1132,694.7245,0.4609,0.0149560050543988,0.0116130383135835,0.0111167811845547,0.158735212667421,0.0305445161950761,0.034035496982116,0.0246803605589795,0.0365244916824764,0.00358692947632978,0.0156953820198658
"ellipsoid.100d10c.2.dat",3.4751,2,29.86,1592391.5208,0.695412218998945,3.7993,0.0051,248.8333,0.12,0.289,0.1649,0.1578,2.7055,0.2162,0.5557,1.6208,41.2788,526322.9262,960.3367,0.6114,0.0129880015782611,0.00428108332220063,0.00928780867600054,0.163766757217212,0.0186555681927345,0.0317496039903582,0.0323723954621747,0.0397882849990128,0.0118476857122613,0.0108928609186283
"ellipsoid.100d10c.3.dat",3.4914,2,31,1475992.4743,0.694876310326535,4.9271,7e-04,221.4286,0.14,0.3068,0.1768,0.1784,3.5285,0.2158,0.5657,1.7126,37.0342,532939.6714,981.9084,0.4548,0.0121550870058147,0.0139320755925884,0.0220602053438425,0.172855200223398,0.0351280668392694,0.0326298666608245,0.0292715796902351,0.0429319952618338,0.0120817487353238,0.014034684010262
"ellipsoid.100d10c.4.dat",3.3892,2,24.5,1192990.6552,0.690296380721277,2.6079,5e-04,245,0.1,0.2796,0.1824,0.1696,2.5438,0.2103,0.6067,1.8019,30.4775,399671.3726,680.6643,0.4806,0.00806122145755563,0.0119166978786316,0.0249148818363074,0.140680306102885,0.0298748423895668,0.032572284229153,0.027110949885536,0.0212020480842975,0.00510107685279032,0.00328215682980994
"ellipsoid.100d10c.5.dat",3.4752,2,29.87,1601457.1194,0.694382072796715,3.3878,0.0036,248.9167,0.12,0.2999,0.1674,0.1724,2.6815,0.2115,0.5793,1.4676,39.3403,365279.8772,897.6491,0.5197,0.010943792123327,0.00863868149829469,0.00977882159714844,0.178171299218763,0.0282117460332344,0.0371966774294744,0.0307623826532446,0.0333164994441466,0.0321387971192809,0.0109816732678988
"ellipsoid.100d10c.6.dat",3.4476,2,28.03,1690758.8048,0.695320321158328,3.6926,0.0052,233.5833,0.12,0.2921,0.1581,0.1634,2.3508,0.2173,0.5472,1.3977,40.4842,394657.6961,953.2173,0.3716,0.0087426024050606,0.0150491690290928,0.00724941887646144,0.153971568471634,0.0312773024336808,0.0564390450954373,0.0100707575986952,0.0338151389645672,0.0145672145153147,0.0123102729875323
"ellipsoid.100d10c.7.dat",3.4986,2,31.52,1134469.4832,0.691329348297515,2.9962,2e-04,315.2,0.1,0.2984,0.1838,0.1766,2.9567,0.2153,0.5667,2.0198,32.0474,726796.7423,1011.2657,0.5893,0.0113932063663659,0.00465000852913488,0.0220932769135832,0.153801695825123,0.0183028999679555,0.0353683035805074,0.0326233550238295,0.0403662367035837,0.0139191597860221,0.0173605763437465
"ellipsoid.100d10c.8.dat",3.4339,2,27.16,1437433.5897,0.693282206437103,3.773,0.0013,208.9231,0.13,0.2957,0.1734,0.1758,3.4755,0.2097,0.5883,1.5759,39.4465,429416.4901,828.3656,0.4584,0.0135260390913303,0.0132605946484159,0.00525029760949175,0.17085217548843,0.0283366865928996,0.0367420687241306,0.0225838307204777,0.0588317095245482,0.0122629911051218,0.0109333639694823
"ellipsoid.100d10c.9.dat",3.3228,2,21.03,1288077.6605,0.690564656525765,3.2934,9e-04,161.7692,0.13,0.3143,0.1797,0.1774,3.816,0.2134,0.5753,1.6798,35.3348,273010.3187,653.0189,0.5235,0.0303085868423009,0.0183504435126654,0.00921356725779937,0.167938944660159,0.0261228305302043,0.045055337211014,0.0228947849435498,0.0362340934856423,0.0152809680791834,0.0178660972812258
"ellipsoid.100d20c.1.dat",3.1265,2,13.38,1060937.6088,0.684353122268224,1.5306,0.0109,66.9,0.2,0.2274,0.1492,0.1677,2.6015,0.2439,0.4684,1.5896,30.6205,151845.7865,535.5,0.4737,0.028030460861599,0.00612910123753884,0.00460791715183475,0.155893976833012,0.0332278365047297,0.0612065925077771,0.0367397290041024,0.0804231249612086,0.0237185858189736,0.0110355055686035
"ellipsoid.100d20c.10.dat",3.0864,2,12.2,790630.0143,0.682438405651067,1.2782,6e-04,64.2105,0.19,0.21,0.1712,0.1799,2.9727,0.2442,0.4576,2.0269,20.1769,171766.3632,544.1964,0.4352,0.0307686978262494,0.0285232629915849,0.0149096552960065,0.204409416127444,0.0718059199763162,0.0613971866717107,0.0671368192803637,0.0729349191442596,0.030131553140953,0.00841603510317224
"ellipsoid.100d20c.2.dat",3.003,2,10.07,770464.6991,0.682017562305531,1.2519,1e-04,55.9444,0.18,0.2322,0.1772,0.1842,2.9262,0.24,0.4811,2.0783,21.0566,118792.0103,408.6835,0.517,0.0271395167967597,0.024504192366655,0.0185835692737488,0.168862095670598,0.0501463093461917,0.0609680086709675,0.0498748521208163,0.0513802074088042,0.0222121641305505,0.00622459910875515
"ellipsoid.100d20c.3.dat",3.033,2,10.79,808042.7884,0.682313130259305,1.3911,4e-04,59.9444,0.18,0.2113,0.1772,0.1709,2.3775,0.2417,0.4591,2.0045,22.5188,132751.6845,493.3909,0.4545,0.0248877602754357,0.0401308274720397,0.0152323861670708,0.157367669970803,0.0499659009654398,0.0565534676812336,0.0393154642962844,0.0586110135436859,0.0115821335934923,0.0176360920388669
"ellipsoid.100d20c.4.dat",3.0611,2,11.51,832955.2431,0.682771756650224,1.4905,7e-04,57.55,0.2,0.213,0.1719,0.1834,2.7509,0.2439,0.4651,1.7651,24.9066,123901.0718,485.7242,0.5555,0.0236554462340822,0.00963398939424493,0.0414764080324517,0.185144747624336,0.065570102892962,0.0628412621116976,0.0741821403633047,0.0698219343202786,0.0226379656718476,0.0179024258564439
"ellipsoid.100d20c.5.dat",3.0558,2,11.37,865803.6192,0.68279115504785,1.4154,0.0036,63.1667,0.18,0.2099,0.1628,0.1689,2.8477,0.2414,0.4713,1.6099,30.4779,105671.3929,442.9335,0.4721,0.0209171534902196,0.0084878037790481,0.0141588655507067,0.141280681949159,0.0413411705770967,0.0649243022072176,0.0434512630608377,0.0954432313487168,0.0273839747718778,0.00325137362059826
"ellipsoid.100d20c.6.dat",3.0508,2,11.24,961764.8584,0.683640668004013,1.6095,0.0015,59.1579,0.19,0.2216,0.1682,0.1791,3.3372,0.2424,0.4662,1.8489,25.8933,141733.2464,480.8045,0.4222,0.0223629942957968,0.0168479416722406,0.0082151340247047,0.169662097157869,0.0398900248272727,0.0721856958649389,0.0273144341379678,0.087456848165897,0.0138616150438159,0.0213967431395476
"ellipsoid.100d20c.7.dat",3.0124,2,10.29,847404.3926,0.682307332219613,1.2343,0.0015,57.1667,0.18,0.2178,0.1747,0.1682,3.0028,0.2403,0.4728,1.9423,22.2552,111561.705,431.3899,0.5657,0.027161805705243,0.0200039533314999,0.034244432502911,0.198596747014463,0.0609745600975272,0.049945429625239,0.0549909854512854,0.0620058983203884,0.0272514457589873,0.00327950704495467
"ellipsoid.100d20c.8.dat",3.0056,2,10.13,855199.5914,0.682474828805789,1.3536,0.0056,50.65,0.2,0.2177,0.1521,0.1738,3.3399,0.239,0.4712,1.6129,25.9091,88744.2235,405.8525,0.4784,0.0214730088245884,0.00955913107431463,0.0209518422308673,0.16774573360612,0.046749039857664,0.0689895154252559,0.0447360291706063,0.0611442429700052,0.0313617075827131,0.0185220243737536
"ellipsoid.100d20c.9.dat",3.0611,2,11.51,791062.3178,0.682222697530345,1.3338,0.0041,60.5789,0.19,0.2094,0.1637,0.1654,3.1172,0.2421,0.4597,1.7627,25.5665,133033.3561,505.4475,0.5012,0.0327386450331083,0.0119442167742441,0.0270493702042264,0.161626194083863,0.0401715164809473,0.105240438351224,0.0234841274771887,0.0567523935740994,0.0189094541577939,0.0110126529909015
"ellipsoid.100d40c.1.dat",3.3446,2,22.11,1566800.5039,0.682867282801036,1.4313,0.0021,67,0.33,0.1555,0.1691,0.1717,2.3748,0.259,0.439,1.9878,25.1274,666376.7618,1049.8112,0.483,0.01896891857599,0.00820790810023172,0.0123019294974015,0.155360987193224,0.0404792578429072,0.0492375625596478,0.0272577217845515,0.0407251041181185,0.0174320492495049,0.00527829668626941
"ellipsoid.100d40c.10.dat",3.2936,2,19.66,1528353.4372,0.684233783517603,1.5642,0.0045,56.1714,0.35,0.1602,0.1614,0.1731,2.8868,0.2588,0.4406,1.7977,27.6682,474430.1599,910.5768,0.4518,0.028657420288687,0.0250432117449995,0.0130043252485281,0.16192133920757,0.0402708176142454,0.0444944941569985,0.0434204441873637,0.0827772421314715,0.0120842498334706,0.00509329924546804
"ellipsoid.100d40c.2.dat",3.2767,2,18.91,1466426.3414,0.683348271919011,1.56,0.0024,54.0286,0.35,0.148,0.1698,0.1707,2.806,0.2592,0.4329,1.9316,25.4691,476579.7874,943.8817,0.4729,0.0167009341724761,0.0110667343952341,0.0123646590297346,0.184770919416342,0.043496531379514,0.0562367444746411,0.020585322116453,0.113930240111398,0.00820756880972093,0.00528863028954202
"ellipsoid.100d40c.3.dat",3.2931,2,19.64,1464508.0093,0.682655894546432,1.3244,0.0051,57.7647,0.34,0.1589,0.1619,0.172,2.8574,0.258,0.4371,1.8283,23.9164,491690.0812,933.0729,0.5582,0.0253287250844626,0.0175195589757833,0.0108000244100401,0.171593723958068,0.04628760436493,0.0744820773852977,0.0326461895813895,0.08532354651954,0.0191961621341841,0.00584135657798501
"ellipsoid.100d40c.4.dat",3.3844,2,24.23,1636180.6872,0.68352002959268,1.5701,0.0049,71.2647,0.34,0.1478,0.1635,0.1682,3.2628,0.2599,0.4368,1.9206,27.4238,810476.2148,1163.9862,0.472,0.0112019288419955,0.0148955194322682,0.00914119412819039,0.162461076720279,0.0322649706627627,0.0419290404990602,0.0253276316837415,0.0950452981097892,0.0161822799922557,0.00296499953237499
"ellipsoid.100d40c.5.dat",3.3436,2,22.06,1683029.1808,0.684340111147865,1.5251,0.0036,64.8824,0.34,0.1612,0.1655,0.1772,2.9429,0.2589,0.4382,1.8951,26.7889,709847.9355,1052.1246,0.5619,0.0103622070510339,0.00892844890221291,0.00710630542756428,0.160693457768027,0.0592151482565737,0.0553479380077607,0.0249077547664834,0.0570625087040664,0.0241557320211757,0.00423952538356153
"ellipsoid.100d40c.6.dat",3.3589,2,22.85,1642103.8093,0.684184409472471,1.6267,0.0022,67.2059,0.34,0.1471,0.1722,0.1703,2.8916,0.2596,0.4324,2.179,25.5592,862273.8386,1141.9662,0.5279,0.0139101164453405,0.0230064856229534,0.00964672805273518,0.180603869861696,0.0351816677057861,0.0305037966142542,0.0210515053456626,0.0436725446211095,0.0163983739429408,0.00324332107755707
"ellipsoid.100d40c.7.dat",3.2622,2,18.29,1538422.7596,0.683302298326193,1.4028,0.0053,53.7941,0.34,0.1523,0.1654,0.1611,2.9259,0.2569,0.4396,2.0261,23.5899,459065.2386,875.5521,0.532,0.0205373543487386,0.0248233868977784,0.0243568427916213,0.184492832479641,0.0465506416129438,0.045860771212763,0.0309860967155163,0.0681684742014554,0.0149571900498749,0.00204903082114469
"ellipsoid.100d40c.8.dat",3.3222,2,21,1473328.1435,0.682437067530267,1.3439,0.0021,60,0.35,0.1492,0.1725,0.1728,3.0081,0.2591,0.4363,2.0274,22.8821,611961.3371,1024.6241,0.4804,0.0333518626093577,0.0186260861646957,0.00966713073862655,0.186350557910369,0.0596737224440723,0.0814349144319336,0.0292733783536451,0.109262157518994,0.0127936637703964,0.00888909226770585
"ellipsoid.100d40c.9.dat",3.3398,2,21.87,1496369.5567,0.682552230095853,1.439,0.0032,66.2727,0.33,0.1656,0.1652,0.1734,2.344,0.2596,0.4393,1.909,26.5589,659349.1245,1045.569,0.5167,0.00705360813560938,0.0241987317904359,0.0103590201170377,0.14891016152712,0.0287562573056622,0.0563955344408825,0.0380063964489213,0.0591078232709414,0.0140396031479837,0.00782970976339453
"ellipsoid.100d4c.1.dat",3.1092,2,12.86,1478646.6942,0.690025903258163,3.781,0.0037,49.4615,0.26,0.4681,0.157,0.1777,2.7458,0.176,0.7725,1.1406,36.8949,20368.4422,240.857,0.4887,0.0214971653536193,0.0172150949858048,0.0179488651688935,0.202622578837163,0.0392817852758034,0.0371971951705064,0.0259500890112833,0.0290991469920234,0.0527687882117418,0.0208494419233976
"ellipsoid.100d4c.10.dat",2.9854,2,9.67,1264310.7082,0.687133632069389,3.7255,0,69.0714,0.14,0.518,0.1656,0.1829,1.7737,0.1835,0.7423,0.9663,40.057,8440.7306,195.8903,0.5014,0.0307924250551296,0.00886441116784043,0.0330893723752406,0.151911069868319,0.0302315673706266,0.0700705229288912,0.0895033552757934,0.0651751566470651,0.0131160469520125,0.0127025265296576
"ellipsoid.100d4c.2.dat",3.0056,2,10.13,1036546.9212,0.685865628364021,3.313,8e-04,67.5333,0.15,0.4822,0.1792,0.1729,2.1063,0.1781,0.7673,1.2425,34.4902,10021.4415,191.0195,0.4248,0.0234025336378126,0.0180692996977817,0.0496103490611216,0.153740705065851,0.0475992248728262,0.0629604743833842,0.0629604743833842,0.0478029955531218,0.00475659625815476,0.0554148308958957
"ellipsoid.100d4c.3.dat",3.1242,2,13.31,1570631.3965,0.691802737556955,9.5452,2e-04,66.55,0.2,0.4854,0.178,0.1857,2.5332,0.1861,0.754,1.1581,42.7013,21493.1744,273.2224,0.4686,0.0138626697840409,0.029155364453402,0.0172964166768146,0.180006396356193,0.0312754932233859,0.0690344397878663,0.0764642608927031,0.0521676770167138,0.0100051387924586,0.0150881785618558
"ellipsoid.100d4c.4.dat",3.1778,2,15.06,1360547.0181,0.690670850634212,7.4697,0,125.5,0.12,0.4747,0.1944,0.1852,2.695,0.1831,0.756,1.5873,42.5611,67294.1508,302.8243,0.5574,0.018634985841405,0.022447758130774,0.0275636126729805,0.156419243173151,0.0360465260778373,0.0382326971322599,0.0394980251223588,0.034904751584835,0.0255155226193891,0.0250842170999043
"ellipsoid.100d4c.5.dat",3.0481,2,11.17,1184694.1917,0.68708392131707,3.3082,0,159.5714,0.07,0.4418,0.1897,0.1802,1.6211,0.1748,0.7718,0.9742,35.9716,18842.0154,215.6236,0.6843,0.0118399771131007,0.0254747817492048,0.0100353688935279,0.16826657515056,0.0341112103808354,0.0254690561097304,0.0336786809800846,0.0340353316885834,0.0163241690109274,0.0309696081681479
"ellipsoid.100d4c.6.dat",2.9289,2,8.49,894471.7733,0.684330146356746,3.0374,0,49.9412,0.17,0.4564,0.1939,0.1962,2.4178,0.1824,0.7583,1.3307,32.4207,12623.5545,165.7564,0.4723,0.016289220825369,0.00707942206346726,0.0240804869271894,0.152121934311071,0.0506877658335026,0.0521222561565985,0.0521222561565985,0.0569436880090278,0.0270279826549874,0.0270279826549874
"ellipsoid.100d4c.7.dat",3.1176,2,13.11,1296461.1164,0.689319743386478,5.1657,0,109.25,0.12,0.455,0.1947,0.1858,2.5975,0.1806,0.7704,1.4711,36.2918,21046.2562,253.5134,0.4359,0.0165543489021771,0.0261022424463422,0.0309923111350697,0.163425432117892,0.0279116572476738,0.0470564795351539,0.0316127173940853,0.04392342514579,0.028628042736166,0.0328451286933693
"ellipsoid.100d4c.8.dat",3.0667,2,11.66,917438.7206,0.685712562293152,3.5946,0,58.3,0.2,0.4727,0.1942,0.1898,2.9698,0.1745,0.776,1.6481,29.2097,16879.8465,218.0571,0.5281,0.00777242505376123,0.0117478247591566,0.0198972015036575,0.177068277965785,0.0426728620660848,0.039192587885248,0.0458062364729661,0.0454018174011219,0.0157841214878963,0.01473813398709
"ellipsoid.100d4c.9.dat",2.7987,2,6.29,1106914.9976,0.684594544223297,3.3199,0,62.9,0.1,0.4181,0.1992,0.198,1.591,0.1875,0.7406,0.777,34.1367,7039.5977,136.2532,0.5919,0.0529008829163302,0.0176937326637345,0.0204323413909727,0.161914333285619,0.0472870917307664,0.0848395229482477,0.0779947692628642,0.0644126341751952,0.028035630578546,0.0493255826247074
"ellipsoid.50d10c.1.dat",3.431,1.699,53.96,208356.246,0.682139919810234,5.0161,9e-04,269.8,0.2,0.3201,0.1781,0.1788,3.0644,0.2099,0.6089,1.7697,34.2691,407532.7147,751.0547,0.4574,0.0162360575446109,0.015929804460303,0.0165599386303424,0.159105302745063,0.0385615652684583,0.0336722247320268,0.024278827329906,0.0303070573478514,0.0145483848650437,0.0180589196802768
"ellipsoid.50d10c.10.dat",3.5176,1.699,65.86,255007.7495,0.683305644353855,5.7463,0.0017,299.3636,0.22,0.2764,0.1798,0.1745,2.5509,0.2178,0.5669,1.5356,33.8188,521450.5536,973.2025,0.5782,0.013480804683803,0.00719867446043049,0.00569966933731407,0.174944138560257,0.0266749779635158,0.0266406319865991,0.0272275532138946,0.0291927200965967,0.00541236446389804,0.00443558180013831
"ellipsoid.50d10c.2.dat",3.5077,1.699,64.38,252260.9758,0.683147772948964,7.5403,0.0031,292.6364,0.22,0.3046,0.1695,0.1672,2.1275,0.2161,0.5799,1.5289,40.4397,441115.2426,907.7715,0.5726,0.0173221522369863,0.00186510426027944,0.00642085365683552,0.150939159434121,0.0282737471808622,0.0263710438560363,0.0148608702779641,0.0210828250434121,0.0209124428925414,0.00889440377018545
"ellipsoid.50d10c.3.dat",3.4652,1.699,58.38,280729.8245,0.684459443367528,6.0468,0.0023,243.25,0.24,0.2998,0.1628,0.1857,2.6745,0.2142,0.5659,1.4743,36.3961,347276.2436,789.1404,0.4895,0.00702404839847851,0.0120105772270392,0.00351151823987542,0.175883208559683,0.0270733617134329,0.0280532453601604,0.0218302361658463,0.031891217710246,0.0240842209207725,0.0111722075029897
"ellipsoid.50d10c.4.dat",3.4334,1.699,54.26,215541.0205,0.681747219815556,4.9307,0.0024,246.6364,0.22,0.3198,0.1746,0.1776,2.3373,0.2081,0.6303,1.719,35.1213,308234.2851,674.7583,0.4949,0.0166856372917171,0.00726455779861341,0.0120004065644882,0.140208529759971,0.0272612259239509,0.0307203750801802,0.0198860906476736,0.043334502871885,0.021593386336114,0.0237798936884392
"ellipsoid.50d10c.5.dat",3.3913,1.699,49.24,401597.399,0.687036201055724,9.5032,0.0074,246.2,0.2,0.3403,0.1617,0.1663,2.5047,0.2032,0.6577,1.4066,43.1618,237704.9899,604.3677,0.5288,0.0083710094625565,0.0152875223743433,0.00968167234113525,0.154747366155098,0.025085475775329,0.0244877737636527,0.0113564493966947,0.0336896339796676,0.00882137442280944,0.00810881720602237
"ellipsoid.50d10c.6.dat",3.4698,1.699,59,221801.5074,0.68240906350652,5.8228,4e-04,268.1818,0.22,0.2958,0.1749,0.1774,2.1843,0.2116,0.5863,1.608,32.4204,384821.2888,888.9621,0.555,0.023989737841182,0.00724590622026964,0.00701473148482878,0.163570649426519,0.0203114608469472,0.0366965273336103,0.0273739251168184,0.0282605098029724,0.0093179023244267,0.0038321582583949
"ellipsoid.50d10c.7.dat",3.367,1.699,46.56,356601.7232,0.686096633440525,6.4027,0.0031,211.6364,0.22,0.3717,0.1634,0.1753,2.6191,0.2083,0.6072,1.4212,45.9014,210043.792,664.9063,0.5675,0.0225990917443451,0.0228567824407504,0.012536941934406,0.174325446555962,0.0250169492004521,0.0315454917483523,0.0326680020555422,0.0300161886695285,0.0139569747094721,0.022585860917846
"ellipsoid.50d10c.8.dat",3.4969,1.699,62.8,272309.7334,0.683544358138199,7.0857,0.0046,285.4545,0.22,0.3273,0.1644,0.1703,2.2679,0.2136,0.5807,1.3693,38.4785,335152.0283,874.7143,0.5137,0.00860829649086251,0.0152205353895314,0.0154761335368991,0.162663859538986,0.0174521273961832,0.0390228871687061,0.0344488412251903,0.0292633764002508,0.00824375347281103,0.0184666696131035
"ellipsoid.50d10c.9.dat",3.3506,1.699,44.84,239277.6146,0.682470132321073,4.9983,0.0071,203.8182,0.22,0.3071,0.1581,0.1697,2.5279,0.2094,0.5978,1.2875,35.5721,176527.7384,627.9295,0.5272,0.0139010558935452,0.00716612753573638,0.0129622514418651,0.170860709531053,0.0255538870760912,0.0343811745857782,0.0259439791696632,0.0469005086839495,0.0161063709396378,0.0106911948605723
